cik,GVKEY IQ,gvkey,tic,fic,conm,sector,industry_group,industry,sub_industry,sic,naics,NAICS6,NAICS2,NAICS3,Company Description,cluster,first_dim,second_dim
723254.0,GV_003062,3062,CTAS,USA,CINTAS CORP,Industrials,Commercial  & Professional Services,Commercial Services & Supplies,Diversified Support Services,7200,812331,Linen Supply,Other Services (except Public Administration),Personal and Laundry Services,"Cintas Corporation provides corporate identity uniforms and related business services primarily in North America, Latin America, Europe, and Asia.",3,-0.3361369506951541,-0.047561173071800626
723531.0,GV_008402,8402,PAYX,USA,PAYCHEX INC,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,8721,541214,Payroll Services,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Paychex, Inc. provides integrated human capital management solutions for payroll, benefits, human resource (HR), retirement, and insurance services for small- to medium-sized businesses in the United States and Europe.",3,-0.11617050088337115,-0.12318501116723111
724004.0,GV_007275,7275,MLAB,USA,MESA LABORATORIES INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,3823,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",Manufacturing,Computer and Electronic Product Manufacturing,"Mesa Laboratories, Inc. designs, manufactures, and markets quality control instruments and disposable products in Europe, Africa, Asia, South America, Australia, Canada, and Central America.",3,-0.16131834815544016,0.011858899573909426
724571.0,GV_012403,12403,FREDQ,USA,FREDS INC,Consumer Discretionary,Retailing,Multiline Retail,General Merchandise Stores,5331,452319,All Other General Merchandise Stores,Retail Trade,General Merchandise Stores,"Fred's, Inc., together with its subsidiaries, sells general merchandise through its retail discount stores and full service pharmacies.",3,0.21493427858816969,0.16734962100092557
726854.0,GV_016781,16781,CHCO,USA,CITY HOLDING CO,Financials,Banks,Banks,Regional Banks,6020,522110,Commercial Banking,Finance and Insurance,Credit Intermediation and Related Activities,"City Holding Company operates as a holding company for City National Bank of West Virginia that provides various banking, trust and investment management, and other financial solutions in the United States.",3,0.2880221430594397,-0.25408768771515294
729986.0,GV_017248,17248,UBSI,USA,UNITED BANKSHARES INC/WV,Financials,Banks,Banks,Regional Banks,6020,522110,Commercial Banking,Finance and Insurance,Credit Intermediation and Related Activities,"United Bankshares, Inc., a financial holding company, primarily provides commercial and retail banking products and services in the United States.",3,0.030802827756983106,-0.1502267282537249
730255.0,GV_002615,2615,CAMP,USA,CALAMP CORP,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment,3663,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"CalAmp Corp. provides in telematics systems, and software and subscription services in the United States, Latin America, Western Europe, Asia Pacific, the Middle East, Africa, and internationally.",3,0.1426739084546217,-0.04228596759896151
730272.0,GV_012181,12181,RGEN,USA,REPLIGEN CORP,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services,Life Sciences Tools & Services,2836,325414,Biological Product (except Diagnostic) Manufacturing,Manufacturing,Chemical Manufacturing,"Repligen Corporation develops and commercializes bioprocessing technologies and systems that are used in biological drug manufacturing process in North America, Europe, APAC, and internationally.",3,-0.2207195059575291,0.33800026291994784
731012.0,GV_005539,5539,HCSG,USA,HEALTHCARE SERVICES GROUP,Industrials,Commercial  & Professional Services,Commercial Services & Supplies,Diversified Support Services,7340,561720,Janitorial Services,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,"Healthcare Services Group, Inc. provides management, administrative, and operating services to the housekeeping, laundry, linen, facility maintenance, and dietary service departments of nursing homes, retirement complexes, rehabilitation centers, and hospitals in the United States.",3,-0.21844324849599223,-0.13433790338581073
731939.0,GV_010426,10426,TIN,USA,TEMPLE-INLAND INC,Materials,Materials,Containers & Packaging,Paper Packaging,2631,322130,Paperboard Mills,Manufacturing,Paper Manufacturing,"Temple-Inland Inc., through its subsidiaries, manufactures and sells corrugated packaging and building products in the United States and Mexico. The company’s Corrugated Packaging segment manufactures containerboard and converts it into a line of corrugated packaging products, including commodity brown boxes and intricate die cut containers that can be printed with multi-color graphics.",3,-0.4145363902974779,0.005657013822284326
733269.0,GV_002536,2536,RAMP,USA,LIVERAMP HOLDINGS INC,Information Technology,Software & Services,IT Services,IT Consulting & Other Services,7370,519130,Internet Publishing and Broadcasting and Web Search Portals,Information,Other Information Services,"LiveRamp Holdings, Inc., a technology company, provides enterprise customer management platform solutions in the United States, Europe, and the Asia-Pacific.",3,0.024070726695463063,0.03516016383803083
737572.0,GV_004245,4245,ELN,IRL,ELAN CORP PLC,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,2834,325412,Pharmaceutical Preparation Manufacturing,Manufacturing,Chemical Manufacturing,"As of December 18, 2013, Elan Corporation Limited was acquired by Perrigo Company Public Limited Company.",3,-0.2842298328630157,0.041526865898917346
737758.0,GV_010618,10618,TTC,USA,TORO CO,Industrials,Capital Goods,Machinery,Agricultural & Farm Machinery,3523,333111,Farm Machinery and Equipment Manufacturing,Manufacturing,Machinery Manufacturing,"The Toro Company designs, manufactures, and markets professional and residential equipment worldwide.",3,-0.20239708857547847,-0.056325071110014904
739608.0,GV_011748,11748,PENX,USA,PENFORD CORP,Materials,Materials,Chemicals,Diversified Chemicals,2040,311221,Wet Corn Milling,Manufacturing,Food Manufacturing,"Penford Corporation, together with its subsidiaries, develops, manufactures, and markets specialty natural-based ingredient systems for food and industrial applications primarily in the United States.",3,-0.1610297123504379,0.11317761833674551
742112.0,GV_006158,6158,IVC,USA,INVACARE CORP,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,3842,339113,Surgical Appliance and Supplies Manufacturing,Manufacturing,Miscellaneous Manufacturing,"Invacare Corporation, together with its subsidiaries, designs, manufactures, distributes, and exports medical equipment for use in home health care, retail, and extended care markets worldwide.",3,-0.22791338318830762,0.011531222089709851
743238.0,GV_009919,9919,SPAR,USA,SPARTAN MOTORS INC,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy Trucks,3711,336120,Heavy Duty Truck Manufacturing,Manufacturing,Transportation Equipment Manufacturing,"Spartan Motors, Inc., through its subsidiary, Spartan Motors USA, Inc., manufactures and assembles specialty vehicles for the commercial vehicle and recreational vehicle industries in the United States and internationally.",3,-0.027213962022377483,0.04100415276301787
743316.0,GV_014256,14256,MXIM,USA,MAXIM INTEGRATED PRODUCTS,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,3674,334413,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Maxim Integrated Products, Inc. designs, develops, manufactures, and markets a range of linear and mixed-signal integrated circuits in the United States, China, the rest of Asia, Europe, and internationally.",3,-0.25721999698406134,-0.13689066726210936
744473.0,GV_002597,2597,CDSCY,GBR,CADBURY PLC,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,2060,311320,Baking chocolate made from cacao beans,Manufacturing,Food Manufacturing,Cadbury Limited manufactures and distributes chocolates and related confectionary products.,3,-0.053351671961295026,0.08998911731812784
746515.0,GV_004494,4494,EXPD,USA,EXPEDITORS INTL WASH INC,Industrials,Transportation,Air Freight & Logistics,Air Freight & Logistics,4731,488510,Freight Transportation Arrangemen,Transportation and Warehousing,Support Activities for Transportation,"Expeditors International of Washington, Inc. provides logistics services in the Americas, North Asia, South Asia, Europe, the Middle East, Africa, and India.",3,-0.29642699876971434,-0.015304016273063744
746598.0,GV_002352,2352,BRC,USA,BRADY CORP,Industrials,Commercial  & Professional Services,Commercial Services & Supplies,Commercial Printing,3990,339950,Sign Manufacturing,Manufacturing,Miscellaneous Manufacturing,"Brady Corporation manufactures and supplies identification solutions (IDS) and workplace safety (WPS) products to identify and protect premises, products, and people in the United States and internationally.",3,-0.2568284593600657,-0.028448221964826634
751978.0,GV_021238,21238,VICR,USA,VICOR CORP,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipment,3679,334419,Other Electronic Component Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Vicor Corporation designs, develops, manufactures, and markets modular power components and power systems for converting electrical power in the United States, Europe, the Asia Pacific, and internationally.",3,-0.23219432659595038,0.03330132472850765
753568.0,GV_004476,4476,EXAR,USA,EXAR CORP,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,3674,334413,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Exar Corporation designs, develops, and markets high performance analog mixed-signal integrated circuits and sub-system solutions for the industrial and embedded systems, high-end consumer, and infrastructure markets worldwide.",3,-0.262690107083826,-0.08935476979760267
756620.0,GV_002411,2411,BTY10,GBR,BT GROUP PLC,Communication Services,Telecommunication Services,Diversified Telecommunication Services,Integrated Telecommunication Services,4813,517311,Wired Telecommunications Carriers,Information,Telecommunications,"BT Group plc provides communications products and services in the United Kingdom, Europe, the Middle East, Africa, the Americas, the Asia Pacific, and internationally.",3,-0.0884563299079895,0.07737762623556044
763744.0,GV_011796,11796,LCII,USA,LCI INDUSTRIES,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment,3711,336211,Motor Vehicle Body Manufacturing,Manufacturing,Transportation Equipment Manufacturing,"LCI Industries, together with its subsidiaries, manufactures and supplies components for the manufacturers of recreational vehicles (RVs) and adjacent industries in the United States and internationally.",3,0.11908010753346675,0.042599339190551845
764065.0,GV_003107,3107,CLF,USA,CLEVELAND-CLIFFS INC,Materials,Materials,Metals & Mining,Steel,1000,212210,Iron Ore Mining,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),"Cleveland-Cliffs Inc. operates as an iron ore mining company in the United States, Canada, and internationally.",3,-0.25770941619469845,-0.14437045091913583
764401.0,GV_004498,4498,IIIN,USA,INSTEEL INDUSTRIES,Industrials,Capital Goods,Building Products,Building Products,3310,332618,Other Fabricated Wire Product Manufacturing,Manufacturing,Fabricated Metal Product Manufacturing,"Insteel Industries, Inc., together with its subsidiaries, manufactures and markets steel wire reinforcing products for concrete construction applications.",3,-0.28012901575602583,0.05533043115349452
766421.0,GV_001230,1230,ALK,USA,ALASKA AIR GROUP INC,Industrials,Transportation,Airlines,Airlines,4512,481111,Scheduled Passenger Air Transportation,Transportation and Warehousing,Air Transportation,"Alaska Air Group, Inc., through its subsidiaries, provides passenger and cargo air transportation services.",3,-0.19729920720096278,0.14952033065765738
768835.0,GV_012123,12123,BIG,USA,BIG LOTS INC,Consumer Discretionary,Retailing,Multiline Retail,General Merchandise Stores,5331,452319,All Other General Merchandise Stores,Retail Trade,General Merchandise Stores,"Big Lots, Inc., through its subsidiaries, operates as a retailer in the United States.",3,-0.21622893843668264,0.03597096392973186
771266.0,GV_025166,25166,KOPN,USA,KOPIN CORP,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,3674,334413,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Kopin Corporation invents, develops, manufactures, and sells various components and systems in the United States, the Asia-Pacific, Europe, and internationally.",3,0.19878369194941742,0.17012951228641487
771497.0,GV_001410,1410,ABM,USA,ABM INDUSTRIES INC,Industrials,Commercial  & Professional Services,Commercial Services & Supplies,Environmental & Facilities Services,7340,561720,Janitorial Services,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,ABM Industries Incorporated provides integrated facility solutions in the United States and internationally.,3,0.05205320521652292,-0.22974109816386168
772406.0,GV_016401,16401,CRUS,USA,CIRRUS LOGIC INC,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,3674,334413,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Cirrus Logic, Inc., a fabless semiconductor company, develops, manufactures, and markets analog and mixed-signal integrated circuits (ICs) in the United States and internationally.",3,-0.22433445953245273,0.033696895675246696
773910.0,GV_011923,11923,APC,USA,ANADARKO PETROLEUM CORP,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,1311,2111,Oil and Gas Extraction,"Mining, Quarrying, and Oil and Gas Extraction",Oil and Gas Extraction,"Anadarko Petroleum Corporation engages in the exploration, development, production, and marketing of oil and gas properties.",3,0.384271785479046,0.08986523079237628
775158.0,GV_011721,11721,OSK,USA,OSHKOSH CORP,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy Trucks,3711,336120,Heavy Duty Truck Manufacturing,Manufacturing,Transportation Equipment Manufacturing,"Oshkosh Corporation designs, manufactures, and markets specialty vehicles and vehicle bodies worldwide.",3,-0.07949469378790963,0.04357129383582984
778734.0,GV_012236,12236,MEAS,USA,MEASUREMENT SPECIALTIES INC,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,3829,334519,Other Measuring and Controlling Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Measurement Specialties, Inc. designs, develops, and manufactures sensors and sensor-based systems for original equipment manufacturers and end users.",3,0.04758243333858489,-0.1358792267845581
785161.0,GV_012589,12589,EHC,USA,ENCOMPASS HEALTH CORP,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health Care Facilities,8060,622310,Specialty (except Psychiatric and Substance Abuse) Hospitals,Health Care and Social Assistance,Hospitals,Encompass Health Corporation provides facility-based and home-based post-acute healthcare services.,3,-0.21665688430518326,-0.011379383013285019
787250.0,GV_003814,3814,DPL,USA,DPL INC,Utilities,Utilities,Electric Utilities,Electric Utilities,4911,2211,"Electric Power Generation, Transmission and Distribution",Utilities,Utilities,"DPL Inc., through its subsidiary, operates as an energy company in the United States.",3,-0.025241410717672566,0.09787343188099291
789019.0,GV_012141,12141,MSFT,USA,MICROSOFT CORP,Information Technology,Software & Services,Software,Systems Software,7372,511210,Software Publishers,Information,Publishing Industries (except Internet),"Microsoft Corporation develops, licenses, and supports software, services, devices, and solutions worldwide.",3,-0.3327085758646039,0.0799819046698119
791907.0,GV_012216,12216,LLTC,USA,LINEAR TECHNOLOGY CORP,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,3674,334413,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"As of March 10, 2017, Linear Technology Corporation was acquired by Analog Devices, Inc. Linear Technology Corporation designs, manufactures, and markets a line of analog integrated circuits worldwide.",3,-0.3321083482593788,-0.013025537730738652
792977.0,GV_012250,12250,AMAG,USA,AMAG PHARMACEUTICALS INC,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,2834,325412,Pharmaceutical Preparation Manufacturing,Manufacturing,Chemical Manufacturing,"AMAG Pharmaceuticals, Inc., a biopharmaceutical company, develops, manufactures, and commercializes therapeutics for maternal and women’s health, anemia management, and cancer supportive care in the United States.",3,-0.23509161387656666,-0.0038812895261723657
792987.0,GV_012262,12262,ASTE,USA,ASTEC INDUSTRIES INC,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy Trucks,3531,333120,Construction Machinery Manufacturing,Manufacturing,Machinery Manufacturing,"Astec Industries, Inc. manufactures and sells equipment and components for the road building, aggregate processing, geothermal, water, oil and gas, and wood processing industries in the United States and internationally.",3,-0.07888240296533497,-0.013208835223200478
793074.0,GV_012266,12266,WERN,USA,WERNER ENTERPRISES INC,Industrials,Transportation,Road & Rail,Trucking,4213,484121,"General Freight Trucking, Long-Distance, Truckload",Transportation and Warehousing,Truck Transportation,"Werner Enterprises, Inc., a transportation and logistics company, engages in transporting truckload shipments of general commodities in interstate and intrastate commerce in the United States, Mexico, Canada, China, and internationally.",3,-0.3226649285499698,-0.11695958794506546
793952.0,GV_012389,12389,HOG,USA,HARLEY-DAVIDSON INC,Consumer Discretionary,Automobiles & Components,Automobiles,Motorcycle Manufacturers,3751,336991,"Motorcycle, Bicycle, and Parts Manufacturing",Manufacturing,Transportation Equipment Manufacturing,"Harley-Davidson, Inc. manufactures and sells custom, cruiser, and touring motorcycles.",3,-0.3537545849003183,-0.01874446228761304
794170.0,GV_012395,12395,TOL,USA,TOLL BROTHERS INC,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding,1531,236117,New Housing For-Sale Builders,Construction,Construction of Buildings,"Toll Brothers, Inc., together with its subsidiaries, designs, builds, markets, sells, and arranges finance for detached and attached homes in luxury residential communities in the United States.",3,-0.2900111790151477,-0.007920175339311249
795266.0,GV_012689,12689,KBH,USA,KB HOME,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding,1531,236117,New Housing For-Sale Builders,Construction,Construction of Buildings,KB Home operates as a homebuilding company in the United States.,3,-0.4478164475840958,0.020505026601684073
795403.0,GV_012445,12445,WTS,USA,WATTS WATER TECHNOLOGIES INC,Industrials,Capital Goods,Machinery,Industrial Machinery,3490,332919,Other Metal Valve and Pipe Fitting Manufacturing,Manufacturing,Fabricated Metal Product Manufacturing,"Watts Water Technologies, Inc. designs, manufactures, and sells products and systems that manage and conserve the flow of fluids and energy into, through and out of buildings in the residential and commercial markets in the Americas, Europe, the Asia-Pacific, the Middle East, and Africa.",3,-0.2245485232161162,-0.1526304333985812
797468.0,GV_008068,8068,OXY,USA,OCCIDENTAL PETROLEUM CORP,Energy,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas,1311,2111,Oil and Gas Extraction,"Mining, Quarrying, and Oil and Gas Extraction",Oil and Gas Extraction,"Occidental Petroleum Corporation, together with its subsidiaries, engages in the acquisition, exploration, and development of oil and gas properties in the United States, the Middle East, and Latin America.",3,0.03246843828911419,0.023180821751489684
798949.0,GV_010877,10877,UNT,USA,UNIT CORP,Energy,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas,1311,2111,Oil and Gas Extraction,"Mining, Quarrying, and Oil and Gas Extraction",Oil and Gas Extraction,"Unit Corporation, together with its subsidiaries, engages in the exploration, acquisition, development, and production of oil and natural gas properties in the United States.",3,0.45063611203523357,0.07725233776211732
799231.0,GV_013800,13800,AFAM,USA,ALMOST FAMILY INC,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health Care  Services,8082,621610,Home Health Care Services,Health Care and Social Assistance,Ambulatory Health Care Services,"Almost Family, Inc., together with its subsidiaries, provides home healthcare services in the United States.",3,0.2519706491970296,-0.12308772294578553
799233.0,GV_012840,12840,HTLD,USA,HEARTLAND EXPRESS INC,Industrials,Transportation,Road & Rail,Trucking,4213,484121,"General Freight Trucking, Long-Distance, Truckload",Transportation and Warehousing,Truck Transportation,"Heartland Express, Inc., together with its subsidiaries, operates as a short-to-medium haul truckload carrier in the United States and Canada.",3,-0.11780967232898534,-0.027543803892261607
804753.0,GV_012850,12850,CERN,USA,CERNER CORP,Health Care,Health Care Equipment & Services,Health Care Technology,Health Care Technology,7373,541512,Computer Systems Design Services,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Cerner Corporation, together with its subsidiaries, provides health care information technology solutions and tech-enabled services in the United States and internationally.",3,-0.30286140256935445,-0.05523254933648141
805305.0,GV_012868,12868,ZQKSQ,USA,QUIKSILVER INC,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods",2320,315280,Other Cut and Sew Apparel Manufacturing,Manufacturing,Apparel Manufacturing,"Boardriders, Inc., together with its subsidiaries, designs, develops, and distributes branded apparel, footwear, accessories, and related products primarily for men, women, and children.",3,0.1299084192924384,0.06892265778188296
807882.0,GV_013092,13092,JACK,USA,JACK IN THE BOX INC,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants,5812,722513,Limited-Service Restaurants,Accommodation and Food Services,Food Services and Drinking Places,Jack in the Box Inc. operates and franchises Jack in the Box quick-service restaurants.,3,0.16133342262371575,0.31718768221212545
811809.0,GV_013312,13312,BHP,AUS,BHP GROUP LTD,Materials,Materials,Metals & Mining,Diversified Metals & Mining,1000,212,Mining (except Oil and Gas),"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),BHP Group engages in the natural resources business worldwide.,3,0.25322841631321247,-0.10754749876345318
812074.0,GV_008215,8215,OI,USA,O-I GLASS INC,Materials,Materials,Containers & Packaging,Metal & Glass Containers,3221,327213,Glass Container Manufacturing,Manufacturing,Nonmetallic Mineral Product Manufacturing,"O-I Glass, Inc., through its subsidiaries, manufactures and sells glass containers to food and beverage manufacturers primarily in the Americas, Europe, and the Asia Pacific.",3,0.16753407460184153,0.041604382842431356
812701.0,GV_013406,13406,CCC.1,USA,CALGON CARBON CORP,Materials,Materials,Chemicals,Commodity Chemicals,2810,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,Manufacturing,Chemical Manufacturing,Calgon Carbon Corporation provides products and services to protect human health and the environment from harmful contaminants in water and air worldwide.,3,-0.2556771728224607,0.13317695252595463
814453.0,GV_007875,7875,NWL,USA,NEWELL BRANDS INC,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Housewares & Specialties,3990,3399,Other Miscellaneous Manufacturing,Manufacturing,Miscellaneous Manufacturing,"Newell Brands Inc. designs, manufactures, sources, and distributes consumer and commercial products worldwide.",3,-0.38625499354585907,0.05500632539846238
815097.0,GV_013498,13498,CCL,PAN,CARNIVAL CORPORATION & PLC,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",4400,483112,Deep Sea Passenger Transportation,Transportation and Warehousing,Water Transportation,Carnival Corporation & Plc operates as a leisure travel company.,3,-0.35244829888142754,0.017187311500867292
815556.0,GV_014225,14225,FAST,USA,FASTENAL CO,Industrials,Capital Goods,Trading Companies & Distributors,Trading Companies & Distributors,5000,423,"Merchant Wholesalers, Durable Goods",Wholesale Trade,"Merchant Wholesalers, Durable Goods","Fastenal Company, together with its subsidiaries, engages in the wholesale distribution of industrial and construction supplies in the United States, Canada, Mexico, North America, and internationally.",3,-0.3158840568098393,0.043583980259707215
816956.0,GV_013623,13623,CNMD,USA,CONMED CORP,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,3845,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"CONMED Corporation, a medical technology company, develops, manufactures, and sells surgical devices and related equipment for minimally invasive procedures worldwide.",3,-0.27826005606057486,-0.11358652739999806
821002.0,GV_019402,19402,GIII,USA,G-III APPAREL GROUP LTD,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods",2300,315280,Other Cut and Sew Apparel Manufacturing,Manufacturing,Apparel Manufacturing,"G-III Apparel Group, Ltd. designs, sources, and markets women’s and men’s apparel in the United States and internationally.",3,-0.172742369087251,-0.14614202020042774
825410.0,GV_014169,14169,LDR,USA,LANDAUER INC,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health Care  Services,8734,541380,Testing Laboratories,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Landauer, Inc., together with its subsidiaries, provides technical and analytical services, and outsourced medical physics services worldwide.",3,0.03637142801496027,0.08710437049346949
827052.0,GV_009846,9846,EIX,USA,EDISON INTERNATIONAL,Utilities,Utilities,Electric Utilities,Electric Utilities,4911,22111,Electric Power Generation,Utilities,Utilities,"Edison International, through its subsidiaries, engages in the generation, transmission, and distribution of electricity in the United States.",3,0.04528366636706065,0.004740196836883983
828916.0,GV_011340,11340,WRI,USA,WEINGARTEN REALTY INVST,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,6798,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Real Estate and Rental and Leasing,Real Estate,"Weingarten Realty Investors (NYSE: WRI) is a shopping center owner, manager and developer.",3,-0.14829860534566652,-0.37675635426230225
831001.0,GV_003243,3243,C,USA,CITIGROUP INC,Financials,Banks,Banks,Diversified Banks,6199,522110,Commercial Banking,Finance and Insurance,Credit Intermediation and Related Activities,"Citigroup Inc., a diversified financial services holding company, provides various financial products and services for consumers, corporations, governments, and institutions in North America, Latin America, Asia, Europe, the Middle East, and Africa.",3,-0.40888399929811264,0.056465941314095755
832988.0,GV_015520,15520,SIG,BMU,SIGNET JEWELERS LTD,Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores,5944,448310,Jewelry Stores,Retail Trade,Clothing and Clothing Accessories Stores,"Signet Jewelers Limited engages in the retail sale of diamond jewelry, watches, and other products.",3,0.37756117594691324,0.0871421437028129
833081.0,GV_014908,14908,PDE,USA,PRIDE INTERNATIONAL INC,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling,1381,213111,Drilling Oil and Gas Wells,"Mining, Quarrying, and Oil and Gas Extraction",Support Activities for Mining,"Pride International, Inc. provides offshore contract drilling services to oil and natural gas exploration and production companies.",3,0.220078458037486,0.1165031440546711
833444.0,GV_006268,6268,JCI,IRL,JOHNSON CONTROLS INTL PLC,Industrials,Capital Goods,Building Products,Building Products,3585,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,Manufacturing,Machinery Manufacturing,Johnson Controls International plc operates as a diversified technology and multi industrial company worldwide.,3,-0.39327235278643213,-0.0029280174184624593
835729.0,GV_014650,14650,BMC,USA,BMC SOFTWARE INC,Information Technology,Software & Services,Software,Systems Software,7372,511210,Software Publishers,Information,Publishing Industries (except Internet),"BMC Software, Inc. develops software that provides system and service management solutions for enterprises in the United States and internationally.",3,-0.1671038940660944,-0.2538596685361246
836157.0,GV_014954,14954,LNN,USA,LINDSAY CORP,Industrials,Capital Goods,Machinery,Agricultural & Farm Machinery,3523,333111,Farm Machinery and Equipment Manufacturing,Manufacturing,Machinery Manufacturing,"Lindsay Corporation, together with its subsidiaries, provides water management and road infrastructure products and services in the United States and internationally.",3,-0.22024467729764327,0.008318347816063344
838877.0,GV_017225,17225,TKS.1,GBR,PINAFORE HOLDINGS BV,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates,3714,336399,Air bag assemblies manufacturing,Manufacturing,Transportation Equipment Manufacturing,,3,-0.16259403801006234,0.08007367200891351
842183.0,GV_015111,15111,RPT,USA,RPT REALTY,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,6798,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Real Estate and Rental and Leasing,Real Estate,RPT Realty owns and operates a national portfolio of open-air shopping destinations principally located in top U.S. markets.,3,0.06586436839212796,-0.18435230124378765
844965.0,GV_021237,21237,TTI,USA,TETRA TECHNOLOGIES INC/DE,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,1389,213112,Support Activities for Oil and Gas Operations,"Mining, Quarrying, and Oil and Gas Extraction",Support Activities for Mining,"TETRA Technologies, Inc., together with its subsidiaries, operates as a diversified oil and gas services company.",3,-0.007025973944205665,-0.18868441498904168
849395.0,GV_015444,15444,CRH,IRL,CRH PLC,Materials,Materials,Construction Materials,Construction Materials,3241,327310,Cement Manufacturing,Manufacturing,Nonmetallic Mineral Product Manufacturing,"CRH plc, through its subsidiaries, manufactures and distributes building materials, products, and solutions for the construction industry worldwide.",3,0.20236281981230617,-0.019547201487382208
850141.0,GV_024678,24678,HMN,USA,HORACE MANN EDUCATORS CORP,Financials,Insurance,Insurance,Multi-line Insurance,6331,524126,Direct Property and Casualty Insurance Carriers,Finance and Insurance,Insurance Carriers and Related Activities,"Horace Mann Educators Corporation, through its subsidiaries, operates as a multiline insurance company in the United States.",3,-0.0014668845634029802,-0.10313641112722871
