cik,GVKEY IQ,gvkey,tic,fic,conm,sector,industry_group,industry,sub_industry,sic,naics,NAICS6,NAICS2,NAICS3,Company Description,cluster,first_dim,second_dim
14707.0,GV_002436,2436,CAL,USA,CALERES INC,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail,3140,316210,Footwear Manufacturing,Manufacturing,Leather and Allied Product Manufacturing,"Caleres, Inc. engages in the retail and wholesale of footwear in the United States, Canada, Guam, and Italy.",3,-0.2622867652473253,-0.057094414477468346
14930.0,GV_002444,2444,BC,USA,BRUNSWICK CORP,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products,3510,333618,Other Engine Equipment Manufacturing,Manufacturing,Machinery Manufacturing,"Brunswick Corporation designs, manufactures, and markets recreation products worldwide.",3,-0.3040892126118163,-0.14448679702210598
16040.0,GV_002593,2593,CBT,USA,CABOT CORP,Materials,Materials,Chemicals,Commodity Chemicals,2890,325180,Other Basic Inorganic Chemical Manufacturing,Manufacturing,Chemical Manufacturing,Cabot Corporation operates as a specialty chemicals and performance materials company.,3,-0.14000271554629004,-0.1256622193818591
16732.0,GV_002663,2663,CPB,USA,CAMPBELL SOUP CO,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,2030,311422,Specialty Canning,Manufacturing,Food Manufacturing,"Campbell Soup Company, together with its subsidiaries, manufactures and markets food and beverage products.",3,-0.3664319399424131,0.05229735157534792
17843.0,GV_002787,2787,CRS,USA,CARPENTER TECHNOLOGY CORP,Materials,Materials,Metals & Mining,Steel,3312,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Manufacturing,Primary Metal Manufacturing,"Carpenter Technology Corporation manufactures, fabricates, and distributes specialty metals worldwide.",3,-0.20135447567572745,-0.11354089358764047
18061.0,GV_002802,2802,CASC.2,USA,CASCADE CORP,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy Trucks,3537,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",Manufacturing,Machinery Manufacturing,Cascade Corporation engages in the manufacture and distribution of materials handling load engagement devices and related replacement parts under the Cascade name primarily for the lift truck and construction industries worldwide.,3,-0.16544450499190835,-0.10058856257361563
18230.0,GV_002817,2817,CAT,USA,CATERPILLAR INC,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy Trucks,3531,333120,Construction Machinery Manufacturing,Manufacturing,Machinery Manufacturing,"Caterpillar Inc. manufactures and sells construction and mining equipment, diesel and natural gas engines, and industrial gas turbines.",3,-0.01439337136296989,-0.009668655203613997
18808.0,GV_002870,2870,CV,USA,CENTRAL VERMONT PUB SERV,Utilities,Utilities,Electric Utilities,Electric Utilities,4911,22111,Electric Power Generation,Utilities,Utilities,"As of June 27, 2012, Central Vermont Public Service Corp. was acquired by Green Mountain Power Corporation.",3,-0.14944234838560794,-0.0072014768086811785
18937.0,GV_002888,2888,CRDN,USA,CERADYNE INC,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,3290,327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing,Manufacturing,Nonmetallic Mineral Product Manufacturing,"Ceradyne, Inc. develops and manufactures ceramic products and components.",3,0.036673500467694464,0.08821611106986249
19612.0,GV_015363,15363,TCF,USA,TCF FINANCIAL CORP,Financials,Banks,Banks,Regional Banks,6020,522110,Commercial Banking,Finance and Insurance,Credit Intermediation and Related Activities,TCF Financial Corporation operates as the bank holding company for TCF National Bank that provides various financial products and services in the United States and Canada.,3,-0.3997887828196887,-0.13305630080999858
19617.0,GV_002968,2968,JPM,USA,JPMORGAN CHASE & CO,Financials,Banks,Banks,Diversified Banks,6020,522110,Commercial Banking,Finance and Insurance,Credit Intermediation and Related Activities,JPMorgan Chase & Co. operates as a financial services company worldwide.,3,-0.2514344721102033,-0.049238540305436174
20740.0,GV_003093,3093,CLC,USA,CLARCOR INC,Industrials,Capital Goods,Machinery,Industrial Machinery,3564,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,Manufacturing,Machinery Manufacturing,"CLARCOR Inc. provides filtration products, and filtration systems and services worldwide.",3,-0.13773501684759268,-0.09298396008222139
21510.0,GV_003157,3157,COHR,USA,COHERENT INC,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,3826,334516,Analytical Laboratory Instrument Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Coherent, Inc. provides lasers, laser-based technologies, and laser-based system solutions for a range of scientific, commercial, and industrial applications.",3,-0.10383905213295216,-0.1847025559921791
22356.0,GV_003238,3238,CBSH,USA,COMMERCE BANCSHARES INC,Financials,Banks,Banks,Regional Banks,6020,522110,Commercial Banking,Finance and Insurance,Credit Intermediation and Related Activities,"Commerce Bancshares, Inc. operates as the bank holding company for Commerce Bank that provides retail, mortgage banking, corporate, investment, trust, and asset management products and services to individuals and businesses.",3,-0.27575435252607244,0.02075754058320499
22444.0,GV_003246,3246,CMC,USA,COMMERCIAL METALS,Materials,Materials,Metals & Mining,Steel,3312,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Manufacturing,Primary Metal Manufacturing,"Commercial Metals Company manufactures, recycles, and markets steel and metal products, and related materials and services in the United States and internationally.",3,-0.08254784951220681,-0.18144037513664416
24545.0,GV_003505,3505,TAP,USA,MOLSON COORS BEVERAGE CO,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Brewers,2082,312120,Breweries,Manufacturing,Beverage and Tobacco Product Manufacturing,"Molson Coors Beverage Company manufactures, markets, and sells beer and other malt beverage products in the United States, Canada, Europe, and internationally.",3,0.2246736488543786,-0.09633965488677237
25445.0,GV_003580,3580,CR,USA,CRANE CO,Industrials,Capital Goods,Machinery,Industrial Machinery,3490,332912,Fluid Power Valve and Hose Fitting Manufacturing,Manufacturing,Fabricated Metal Product Manufacturing,Crane Co. manufactures and sells engineered industrial products in the United States and internationally.,3,-0.21688099655577037,-0.10315597203227135
26058.0,GV_002577,2577,CTS,USA,CTS CORP,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,3670,33441,Semiconductor and Other Electronic Component Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"CTS Corporation designs, manufactures, and sells sensors, electronic components, and actuators primarily to original equipment manufacturers and tier one suppliers for the aerospace and defense, industrial, information technology, medical, telecommunications, and transportation markets.",3,0.08563716791996895,0.0535800411766918
26324.0,GV_003662,3662,CW,USA,CURTISS-WRIGHT CORP,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,3728,332912,Fluid Power Valve and Hose Fitting Manufacturing,Manufacturing,Fabricated Metal Product Manufacturing,"Curtiss-Wright Corporation, together with its subsidiaries, designs, manufactures, and overhauls precision components, and engineered products and services primarily to the aerospace, defense, general industrial, and power generation markets worldwide.",3,-0.049171633112747734,-0.052834289741451414
27419.0,GV_003813,3813,TGT,USA,TARGET CORP,Consumer Discretionary,Retailing,Multiline Retail,General Merchandise Stores,5331,452319,All Other General Merchandise Stores,Retail Trade,General Merchandise Stores,Target Corporation operates as a general merchandise retailer in the United States.,3,-0.40481305815949953,0.21050472428984118
27996.0,GV_003863,3863,DLX,USA,DELUXE CORP,Industrials,Commercial  & Professional Services,Commercial Services & Supplies,Commercial Printing,2780,3231,Printing and Related Support Activities,Manufacturing,Printing and Related Support Activities,"Deluxe Corporation provides printed business forms, checks, marketing solutions, accessories, and other products and services for small businesses and financial institutions.",3,-0.21464466583318903,0.18210450758925617
28823.0,GV_003946,3946,DBD,USA,DIEBOLD NIXDORF INC,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",3578,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Diebold Nixdorf, Incorporated provides connected commerce solutions to financial institutions and retailers in Western Europe, Eastern Europe, Asia, the Middle East, Africa, the United States, Canada, Mexico, and Latin America.",3,-0.16971153659676272,-0.0005394388188171067
29644.0,GV_004036,4036,DCI,USA,DONALDSON CO INC,Industrials,Capital Goods,Machinery,Industrial Machinery,3714,336390,Other Motor Vehicle Parts Manufacturing,Manufacturing,Transportation Equipment Manufacturing,"Donaldson Company, Inc. manufactures and sells filtration systems and replacement parts worldwide.",3,-0.26141055967498344,-0.12128297809826502
30554.0,GV_004087,4087,DD.2,USA,DU PONT (E I) DE NEMOURS,Materials,Materials,Chemicals,Diversified Chemicals,2820,3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",Manufacturing,Chemical Manufacturing,E. I. du Pont de Nemours and Company provides seeds and crop protection products worldwide.,3,-0.12211487483212077,-0.05436787960197065
30625.0,GV_004108,4108,FLS,USA,FLOWSERVE CORP,Industrials,Capital Goods,Machinery,Industrial Machinery,3561,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",Manufacturing,Machinery Manufacturing,"Flowserve Corporation designs, develops, manufactures, distributes, and services industrial flow management equipment in the United States, Europe, the Middle East, Africa, Asia, and internationally.",3,-0.1626271597814401,-0.031245613366704575
31791.0,GV_004145,4145,PKI,USA,PERKINELMER INC,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services,Life Sciences Tools & Services,3826,334516,Analytical Laboratory Instrument Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"PerkinElmer, Inc. provides products, services, and solutions to the diagnostics, life sciences, and applied services markets worldwide.",3,-0.0929300218184917,0.12043456069489424
31978.0,GV_004241,4241,EE,USA,EL PASO ELECTRIC CO,Utilities,Utilities,Electric Utilities,Electric Utilities,4911,22111,Electric Power Generation,Utilities,Utilities,"El Paso Electric Company, a public utility company, engages in the generation, transmission, and distribution of electricity in west Texas and southern New Mexico. It generates electricity through nuclear fuel, natural gas, and coal, as well as solar photovoltaic panels and wind turbines with a generating capability of approximately 2,085 megawatts.",3,-0.0022109387292271816,0.15332949066145446
32198.0,GV_004279,4279,ELMG,USA,EMS TECHNOLOGIES INC,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment,3663,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"As of August 19, 2011, EMS Technologies, Inc. was acquired by Honeywell International Inc. EMS Technologies, Inc. designs, manufactures, and sells wireless communications products for the enterprise mobility, communications-on-the-move, tracking, and in-flight connectivity markets in the United States and internationally.",3,-0.25910968421255987,-0.0010202573710038653
33769.0,GV_002282,2282,BOBE,USA,BOB EVANS FARMS,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,2013,311612,Meat Processed from Carcasses,Manufacturing,Food Manufacturing,"Bob Evans Farms, Inc. produces and distributes food products for grocery retailers in the United States.",3,-0.3993918457142404,0.0210593449790617
34067.0,GV_004497,4497,BOOM,USA,DMC GLOBAL INC,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,3533,333132,Oil and Gas Field Machinery and Equipment Manufacturing,Manufacturing,Machinery Manufacturing,"DMC Global Inc. engages in technical product and process businesses serving the energy, industrial, and infrastructure markets worldwide.",3,-0.022047315353108523,0.12883442077665147
34408.0,GV_004560,4560,FDO,USA,FAMILY DOLLAR STORES,Consumer Discretionary,Retailing,Multiline Retail,General Merchandise Stores,5331,452990,"Catalog showrooms, general merchandise (except catalog mail-order)",Retail Trade,General Merchandise Stores,"Family Dollar Stores, Inc. operates a chain of general merchandise retail discount stores primarily for low- and middle-income consumers in the United States.",3,-0.40066883183287,-0.11942101195953753
34903.0,GV_004605,4605,FRT,USA,FEDERAL REALTY INVESTMENT TR,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,6798,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Real Estate and Rental and Leasing,Real Estate,"Federal Realty is a recognized leader in the ownership, operation and redevelopment of high-quality retail based properties located primarily in major coastal markets from Washington, D.C. to Boston as well as San Francisco and Los Angeles.",3,-0.2772989017245149,-0.10251330255460847
35527.0,GV_004640,4640,FITB,USA,FIFTH THIRD BANCORP,Financials,Banks,Banks,Regional Banks,6020,522110,Commercial Banking,Finance and Insurance,Credit Intermediation and Related Activities,Fifth Third Bancorp operates as a diversified financial services company in the United States.,3,-0.28452901922594703,0.05818958230589545
36966.0,GV_004737,4737,FHN,USA,FIRST HORIZON NATIONAL CORP,Financials,Banks,Banks,Regional Banks,6020,522110,Commercial Banking,Finance and Insurance,Credit Intermediation and Related Activities,First Horizon National Corporation operates as the bank holding company for First Tennessee Bank National Association that provides various financial services.,3,-0.2044762779127362,0.026902647373748936
37808.0,GV_018049,18049,FNB,USA,F N B CORP/FL,Financials,Banks,Banks,Regional Banks,6020,522110,Commercial Banking,Finance and Insurance,Credit Intermediation and Related Activities,"F.N.B. Corporation, a financial holding company, provides a range of financial services primarily to consumers, corporations, governments, and small- to medium-sized businesses.",3,0.34664180210724455,-0.073558270482605
37996.0,GV_004839,4839,F,USA,FORD MOTOR CO,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers,3711,33611,Automobile and Light Duty Motor Vehicle Manufacturing,Manufacturing,Transportation Equipment Manufacturing,"Ford Motor Company designs, manufactures, markets, and services a range of Ford cars, trucks, sport utility vehicles, electrified vehicles, and Lincoln luxury vehicles worldwide.",3,-0.13614571318149207,-0.07438032370226587
38725.0,GV_004881,4881,FELE,USA,FRANKLIN ELECTRIC CO INC,Industrials,Capital Goods,Machinery,Industrial Machinery,3621,335312,Motor and Generator Manufacturing,Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing","Franklin Electric Co., Inc., together with its subsidiaries, designs, manufactures, and distributes water and fuel pumping systems worldwide.",3,-0.09351458892591975,-0.06735020599554123
39368.0,GV_004926,4926,FUL,USA,FULLER (H. B.) CO,Materials,Materials,Chemicals,Specialty Chemicals,2891,325520,Adhesive Manufacturing,Manufacturing,Chemical Manufacturing,"H.B. Fuller Company, together with its subsidiaries, formulates, manufactures, and markets adhesives, sealants, coatings, polymers, tapes, encapsulants, and other specialty chemical products worldwide.",3,-0.1417309854779317,-0.05447141232451016
39911.0,GV_004990,4990,GPS,USA,GAP INC,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail,5651,448140,Family Clothing Stores,Retail Trade,Clothing and Clothing Accessories Stores,"The Gap, Inc. operates as an apparel retail company worldwide.",3,-0.3367005395555068,0.19882755278777156
40545.0,GV_005047,5047,GE,USA,GENERAL ELECTRIC CO,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates,9997,999977,Conglomerate firms,Conglomerate firms,Conglomerate firms,"General Electric Company operates as a high-tech industrial company in the United States, Europe, Asia, the Americas, the Middle East, and Africa.",3,-0.41924535826591386,-0.2666723132466013
40704.0,GV_005071,5071,GIS,USA,GENERAL MILLS INC,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,2040,311230,Breakfast Cereal Manufacturing,Manufacturing,Food Manufacturing,"General Mills, Inc. manufactures and markets branded consumer foods worldwide.",3,-0.2724136152566292,-0.05069101583944708
40888.0,GV_005018,5018,AJRD,USA,AEROJET ROCKETDYNE HOLDINGS,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,3760,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,Manufacturing,Transportation Equipment Manufacturing,"Aerojet Rocketdyne Holdings, Inc. designs, develops, manufactures, and sells aerospace and defense products and systems in the United States.",3,-0.164350771379657,-0.16022617779383486
41133.0,GV_005142,5142,GRB,USA,GERBER SCIENTIFIC INC,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,3559,333319,"Alignment equipment, motor vehicle, manufacturing",Manufacturing,Machinery Manufacturing,"Gerber Scientific, Inc., through its subsidiaries, provides software and hardware systems to automate and manage product design, manufacturing, and product life cycle management processes.",3,-0.24664649979114908,0.01396772025705055
41719.0,GV_005179,5179,GLT,USA,GLATFELTER,Materials,Materials,Paper & Forest Products,Paper Products,2621,322121,Paper (except Newsprint) Mills,Manufacturing,Paper Manufacturing,"P. H. Glatfelter Company, together with its subsidiaries, manufactures and sells engineered materials worldwide.",3,-0.1398771858250003,0.047406641714719616
42542.0,GV_005229,5229,GR,USA,GOODRICH CORP,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,3728,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,Manufacturing,Transportation Equipment Manufacturing,As of 2012 Goodrich Corp. was acquired by United Technologies Corporation.,3,-0.30914101355169415,0.0492807295733412
42888.0,GV_005252,5252,GGG,USA,GRACO INC,Industrials,Capital Goods,Machinery,Industrial Machinery,3561,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",Manufacturing,Machinery Manufacturing,"Graco Inc. designs, manufactures, and markets systems and equipment used to move, measure, control, dispense, and spray fluid and powder materials worldwide.",3,-0.22114201783623638,-0.2571328953316618
43920.0,GV_005338,5338,GEF,USA,GREIF INC  -CL A,Materials,Materials,Containers & Packaging,Metal & Glass Containers,2650,322219,Other Paperboard Container Manufacturing,Manufacturing,Paper Manufacturing,"Greif, Inc. produces and sells industrial packaging products and services worldwide.",3,-0.007124504292542689,0.07413415935984015
45876.0,GV_005496,5496,HSC,USA,HARSCO CORP,Industrials,Commercial  & Professional Services,Commercial Services & Supplies,Environmental & Facilities Services,3390,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Manufacturing,Primary Metal Manufacturing,"Harsco Corporation provides environmental solutions for industrial and specialty waste streams, and innovative equipment and technology for the rail sector worldwide.",3,-0.07843893877928629,0.0025127307590797157
46195.0,GV_002005,2005,BOH,USA,BANK OF HAWAII CORP,Financials,Banks,Banks,Regional Banks,6020,522110,Commercial Banking,Finance and Insurance,Credit Intermediation and Related Activities,"Bank of Hawaii Corporation operates as the bank holding company for Bank of Hawaii that provides financial products and services in Hawaii, Guam, and other Pacific Islands.",3,-0.3711006284374854,-0.0540857543951982
46250.0,GV_005530,5530,HWKN,USA,HAWKINS INC,Materials,Materials,Chemicals,Commodity Chemicals,5160,424690,Other Chemical and Allied Products Merchant Wholesalers,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods","Hawkins, Inc. blends, manufactures, and distributes chemicals and other specialty ingredients in the United States and internationally.",3,0.3020613114889795,-0.15294236827675137
47217.0,GV_005606,5606,HPQ,USA,HP INC,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",3570,33411,Computer and Peripheral Equipment Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"HP Inc. provides personal computing and other access devices, imaging and printing products, and related technologies, solutions, and services in the United States and internationally.",3,-0.4220607967115277,-0.006496549798690971
48039.0,GV_005667,5667,HFC,USA,HOLLYFRONTIER CORP,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing,2911,324110,Petroleum Refineries,Manufacturing,Petroleum and Coal Products Manufacturing,HollyFrontier Corporation operates as an independent petroleum refiner and marketer in the United States.,3,-0.117962005776803,-0.043180115831790655
48287.0,GV_005690,5690,HNI,USA,HNI CORP,Industrials,Commercial  & Professional Services,Commercial Services & Supplies,Office Services & Supplies,2522,337214,Office Furniture (except Wood) Manufacturing,Manufacturing,Furniture and Related Product Manufacturing,"HNI Corporation manufactures and sells office furniture and hearth products in the United States, Canada, China, Hong Kong, India, Mexico, Dubai, Singapore, and Taiwan.",3,-0.16337709316148133,0.11344893396374181
49196.0,GV_005786,5786,HBAN,USA,HUNTINGTON BANCSHARES,Financials,Banks,Banks,Regional Banks,6020,522110,Commercial Banking,Finance and Insurance,Credit Intermediation and Related Activities,"Huntington Bancshares Incorporated operates as a holding company for The Huntington National Bank that provides commercial, small business, consumer, and mortgage banking services.",3,-0.26840239864690496,0.10423163384643928
