cik,GVKEY IQ,gvkey,tic,fic,conm,sector,industry_group,industry,sub_industry,sic,naics,NAICS6,NAICS2,NAICS3,Company Description,cluster,first_dim,second_dim,third_dim,forth_dim,fifth_dim
31791.0,GV_004145,4145,PKI,USA,PERKINELMER INC,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services,Life Sciences Tools & Services,3826,334516,Analytical Laboratory Instrument Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"PerkinElmer, Inc. provides products, services, and solutions to the diagnostics, life sciences, and applied services markets worldwide.",9,0.03788229890856374,-0.07107474805931582,-0.10202536900216956,0.1988869866446077,0.06898324946178667
32198.0,GV_004279,4279,ELMG,USA,EMS TECHNOLOGIES INC,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment,3663,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"As of August 19, 2011, EMS Technologies, Inc. was acquired by Honeywell International Inc. EMS Technologies, Inc. designs, manufactures, and sells wireless communications products for the enterprise mobility, communications-on-the-move, tracking, and in-flight connectivity markets in the United States and internationally.",9,0.0506874411813674,0.07559218648083972,0.006181962523954347,0.03695200112782941,-0.11310667375244883
35214.0,GV_004622,4622,FOE,USA,FERRO CORP,Materials,Materials,Chemicals,Specialty Chemicals,2851,325510,Paint and Coating Manufacturing,Manufacturing,Chemical Manufacturing,"Ferro Corporation produces and markets specialty materials in the United States, Europe, the Middle East, Africa, the Asia Pacific, and Latin America.",9,-0.05051125653178848,-0.2731358415455739,-0.2525142039171829,0.1317000779909864,-0.046447150901387256
37785.0,GV_004510,4510,FMC,USA,FMC CORP,Materials,Materials,Chemicals,Fertilizers & Agricultural Chemicals,2870,325320,Pesticide and Other Agricultural Chemical Manufacturing,Manufacturing,Chemical Manufacturing,"FMC Corporation, a diversified chemical company, provides solutions, applications, and products for the agricultural, consumer, and industrial markets worldwide.",9,0.13348074846501165,0.008863454767303075,-0.27716993767719966,0.22318754879278896,0.2063370004070656
38074.0,GV_004843,4843,FRX,USA,FOREST LABORATORIES  -CL A,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Pharmaceuticals,2834,325412,Pharmaceutical Preparation Manufacturing,Manufacturing,Chemical Manufacturing,"Forest Laboratories, LLC develops, manufactures, and sells branded forms of ethical drug products in the United States and Europe.",9,0.22545218181788718,-0.10752917530176156,0.2381684601171573,-0.34269518128358417,-0.05291866310511596
38777.0,GV_004885,4885,BEN,USA,FRANKLIN RESOURCES INC,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,6282,523920,Portfolio Managemen,Finance and Insurance,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities","Franklin Resources, Inc. is a publicly owned asset management holding company.",9,-0.23642278807201159,-0.3865130151404428,-0.23439812868786977,0.09714009972287974,0.2348518074531469
39899.0,GV_004988,4988,TGNA,USA,TEGNA INC,Communication Services,Media & Entertainment,Media,Broadcasting,4833,515120,Television Broadcasting,Information,Broadcasting (except Internet),TEGNA Inc. operates as a media company in the United States.,9,-0.02514513935421027,-0.39906737098090084,-0.09903080019274234,-0.17053522346863226,0.37469456357750985
41133.0,GV_005142,5142,GRB,USA,GERBER SCIENTIFIC INC,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,3559,333319,"Alignment equipment, motor vehicle, manufacturing",Manufacturing,Machinery Manufacturing,"Gerber Scientific, Inc., through its subsidiaries, provides software and hardware systems to automate and manage product design, manufacturing, and product life cycle management processes.",9,0.039666967661522806,0.2860609354646902,0.10232772924249163,-0.05662157372123022,0.06472836318023066
45012.0,GV_005439,5439,HAL,USA,HALLIBURTON CO,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,1389,213112,Support Activities for Oil and Gas Operations,"Mining, Quarrying, and Oil and Gas Extraction",Support Activities for Mining,Halliburton Company provides a range of services and products to oil and natural gas companies worldwide.,9,-0.01627672980753472,-0.0589897587520348,-0.3692709627003616,-0.05839542865433007,-0.35367693782098397
46250.0,GV_005530,5530,HWKN,USA,HAWKINS INC,Materials,Materials,Chemicals,Commodity Chemicals,5160,424690,Other Chemical and Allied Products Merchant Wholesalers,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods","Hawkins, Inc. blends, manufactures, and distributes chemicals and other specialty ingredients in the United States and internationally.",9,-0.01865395423780745,-0.012700006281153158,-0.017802793033873474,0.0057809241274654885,0.01314105477616053
47710.0,GV_005650,5650,HTHIY,JPN,HITACHI LTD,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,3570,33411,Computer and Peripheral Equipment Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Hitachi, Ltd. provides information technology, energy, industry, mobility, and smart life solutions in Japan and internationally.",9,0.5946838493185286,-0.18560056994477825,-0.057696821982129255,0.18919174418482507,-0.24379409980328198
48287.0,GV_005690,5690,HNI,USA,HNI CORP,Industrials,Commercial  & Professional Services,Commercial Services & Supplies,Office Services & Supplies,2522,337214,Office Furniture (except Wood) Manufacturing,Manufacturing,Furniture and Related Product Manufacturing,"HNI Corporation manufactures and sells office furniture and hearth products in the United States, Canada, China, Hong Kong, India, Mexico, Dubai, Singapore, and Taiwan.",9,-0.08680203356192295,-0.012668566623240247,-0.06059356976575104,-0.01239747600695013,0.05306369056527633
49600.0,GV_004193,4193,EGP,USA,EASTGROUP PROPERTIES,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Industrial REITs,6798,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Real Estate and Rental and Leasing,Real Estate,"EastGroup Properties, Inc. (NYSE: EGP), an S&P MidCap 400 company, is a self-administered equity real estate investment trust focused on the development, acquisition and operation of industrial properties in major Sunbelt markets throughout the United States with an emphasis in the states of Florida, Texas, Arizona, California and North Carolina.",9,-0.19257816274299602,0.21612926982041625,-0.18323456224837006,-0.1652810609369474,0.25756646630327074
50863.0,GV_006008,6008,INTC,USA,INTEL CORP,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,3674,334413,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Intel Corporation provides computing, networking, data storage, and communication solutions worldwide.",9,0.17026168014177018,-0.08014833462909797,0.02219748651787807,-0.13097310577696433,-0.1937436300048232
51143.0,GV_006066,6066,IBM,USA,INTL BUSINESS MACHINES CORP,Information Technology,Software & Services,IT Services,IT Consulting & Other Services,7370,519130,Internet Publishing and Broadcasting and Web Search Portals,Information,Other Information Services,International Business Machines Corporation operates as an integrated solutions and services company worldwide.,9,0.041259637580493995,-0.09823350460950747,-0.1278178378026365,0.03214600109286349,-0.11607087405045957
52795.0,GV_006196,6196,AXE,USA,ANIXTER INTL INC,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Technology Distributors,5065,423690,Other Electronic Parts and Equipment Merchant Wholesalers,Wholesale Trade,"Merchant Wholesalers, Durable Goods","Anixter International Inc., through its subsidiary, Anixter Inc., distributes enterprise cabling and security solutions, electrical and electronic wire and cable solutions, and utility power solutions worldwide.",9,-0.0788077875526797,0.07618851591407239,-0.11828339781785456,0.15887033778637882,0.18751199066385005
52827.0,GV_005862,5862,RYN,USA,RAYONIER INC,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Specialized REITs,6798,531190,Lessors of Other Real Estate Property,Real Estate and Rental and Leasing,Real Estate,Rayonier is a leading timberland real estate investment trust with assets located in some of the most productive softwood timber growing regions in the United States and New Zealand.,9,0.15939631447212385,-0.020079577379072264,-0.08987842023063637,0.10895883766112388,0.11292177849435132
54991.0,GV_006370,6370,KEI,USA,KEITHLEY INSTRUMENTS INC,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,3825,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,Manufacturing,Computer and Electronic Product Manufacturing,"Keithley Instruments, Inc. designs,develops,manufactures,and markets complex electronic instruments and systems to the electronics manufacturers for high-performance production testing, process monitoring,product development,and research.",9,0.09340829519706964,-0.05480145999191051,0.09737286929475074,0.14969573638543884,0.05379410173265167
56047.0,GV_006461,6461,KEX,USA,KIRBY CORP,Industrials,Transportation,Marine,Marine,4400,483211,Inland Water Freight Transportation,Transportation and Warehousing,Water Transportation,Kirby Corporation operates domestic tank barges in the United States.,9,0.12374683602736565,0.10572068190668232,-0.03592116698765802,-0.05758605712771563,-0.019242389328098117
56978.0,GV_006509,6509,KLIC,USA,KULICKE & SOFFA INDUSTRIES,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,3559,333242,Semiconductor Machinery Manufacturing,Manufacturing,Machinery Manufacturing,"Kulicke and Soffa Industries, Inc. designs, manufactures, and sells capital equipment and tools to assemble semiconductor devices.",9,0.3154742952123047,-0.19516498181022934,0.06860751101442973,0.09297284045368646,-0.18140190689364277
58492.0,GV_006649,6649,LEG,USA,LEGGETT & PLATT INC,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings,2510,337910,Mattress Manufacturing,Manufacturing,Furniture and Related Product Manufacturing,"Leggett & Platt, Incorporated designs and produces various engineered components and products worldwide.",9,-0.196250791193395,-0.27950809267630056,-0.07356256090647165,-0.057279277310077585,0.07240184779128961
59527.0,GV_006737,6737,LECO,USA,LINCOLN ELECTRIC HLDGS INC,Industrials,Capital Goods,Machinery,Industrial Machinery,3540,333992,Welding and Soldering Equipment Manufacturing,Manufacturing,Machinery Manufacturing,"Lincoln Electric Holdings, Inc., through its subsidiaries, designs, develops, manufactures, and sells welding, cutting, and brazing products worldwide.",9,-0.22816025578671364,0.19075149884957548,-0.11551986566833364,-0.20339736088131055,0.009696308810850584
60849.0,GV_006836,6836,LUFK,USA,LUFKIN INDUSTRIES INC,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,3533,333132,Oil and Gas Field Machinery and Equipment Manufacturing,Manufacturing,Machinery Manufacturing,"Lufkin Industries, Inc. manufactures and supplies oilfield and power transmission products for use in energy infrastructure and industrial applications.",9,-0.05328431686104663,0.31900154154217286,-0.15012195814468826,0.03059972291355362,-0.03293372015154723
63271.0,GV_007114,7114,PCRFY,JPN,PANASONIC CORP,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Consumer Electronics,3600,335,"Electrical Equipment, Appliance, and Component Manufacturing",Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing","Panasonic Corporation, together with its subsidiaries, develops, produces, sells, and services electrical and electronic products under the Panasonic brand name worldwide.",9,0.3650486983463261,-0.07603086989528669,-0.04866129534348395,-0.01296524830752088,-0.2194018218207749
65011.0,GV_007260,7260,MDP,USA,MEREDITH CORP,Communication Services,Media & Entertainment,Media,Publishing,2721,511120,Periodical Publishers,Information,Publishing Industries (except Internet),"Meredith Corporation operates as a diversified media company in the United States, Europe, and Asia.",9,0.033825283098411894,-0.11923367842602978,-0.08937669696928394,0.055078318391908396,0.11990969786029626
66479.0,GV_007409,7409,MIL.2,USA,MILLIPORE CORP,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services,Life Sciences Tools & Services,3826,334516,Analytical Laboratory Instrument Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"EMD Millipore Corporation provides solutions and services for the research, development, and production of biotechnology and pharmaceutical drug therapies.",9,0.1886090098911496,-0.2005866931074558,-0.24074732180424255,0.37746303579163637,0.21623175114936938
67472.0,GV_007506,7506,MOLXA,USA,MOLEX INC,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,3678,334417,Electronic Connector Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Molex, LLC designs, develops, and manufactures electronic components and solutions.",9,0.2239790662028968,-0.002390150968211299,-0.20091921196920728,-0.026846071500508845,-0.23069061710437833
67887.0,GV_007549,7549,MOG.B,USA,MOOG INC  -CL A,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,3728,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,Manufacturing,Transportation Equipment Manufacturing,"Moog Inc. designs, manufactures, and integrates precision motion and fluid controls and systems for original equipment manufacturers and end users in the aerospace, defense, and industrial markets worldwide.",9,-0.04928541980960824,0.06277641293883021,0.06721651842019002,0.015576125873049764,0.019472887480545643
70530.0,GV_007772,7772,NSM.2,USA,NATIONAL SEMICONDUCTOR CORP,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,3674,334413,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"National Semiconductor Corporation, a semiconductor company, designs, develops, manufactures, and markets analog and mixed-signal integrated circuits and sub-systems.",9,0.1819654791003795,0.04706999278212251,-0.06588139297164561,0.3443302076601525,-0.061905259408398104
71829.0,GV_007882,7882,NR,USA,NEWPARK RESOURCES,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,5160,424690,Other Chemical and Allied Products Merchant Wholesalers,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods","Newpark Resources, Inc. supplies products, rentals, and services primarily to the oil and natural gas exploration and production industry.",9,-0.10855852157807441,-0.0018034788430026686,-0.4261394231608526,0.07133979381387769,-0.26030357044208935
72573.0,GV_007951,7951,MOV,USA,MOVADO GROUP INC,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods",3873,334519,Other Measuring and Controlling Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Movado Group, Inc. designs, develops, sources, markets, and distributes watches in the United States and internationally.",9,-0.17000699548805465,0.17346165137371242,0.17638481713515355,-0.2258734124964685,-0.15441198263416736
72931.0,GV_007984,7984,NXG,CAN,NORTHGATE MINERALS CORP,Materials,Materials,Metals & Mining,Gold,1040,212221,Gold Ore Mining,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),"Northgate Minerals Corporation, together with its subsidiaries, engages in exploring, developing, processing, and mining gold and copper deposits in Canada and Australia.",9,-0.08671860028576359,0.35558846979645464,0.13947462227535506,0.11037667854523174,-0.11251176860642072
