cik,GVKEY IQ,gvkey,tic,fic,conm,sector,industry_group,industry,sub_industry,sic,naics,NAICS6,NAICS2,NAICS3,Company Description,cluster,first_dim,second_dim,third_dim,forth_dim,fifth_dim
1750.0,GV_001004,1004,AIR,USA,AAR CORP,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,5080,423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,Wholesale Trade,"Merchant Wholesalers, Durable Goods","AAR Corp. provides products and services to commercial aviation, government, and defense markets worldwide.",0,0.1912715968112841,0.2520069696956669,-0.10841706620043454,-0.040536134185166196,0.21724795995504073
2488.0,GV_001161,1161,AMD,USA,ADVANCED MICRO DEVICES,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,3674,334413,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Advanced Micro Devices, Inc. operates as a semiconductor company worldwide.",0,-0.15432964004483046,-0.031193540588728575,-0.021336380760350417,-0.14431450041513258,-0.13599364393554741
16868.0,GV_002696,2696,CNR.,CAN,CANADIAN NATIONAL RAILWAY CO,Industrials,Transportation,Road & Rail,Railroads,4011,482111,Line-Haul Railroads,Transportation and Warehousing,Rail Transportation,"Canadian National Railway Company, together with its subsidiaries, engages in the rail and related transportation business.",0,0.13939056554690343,0.14785730410920223,-0.03303914535808349,-0.3239822731363261,-0.07381805770443052
16988.0,GV_002721,2721,CAJ,JPN,CANON INC,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",3577,333316,Photographic and Photocopying Equipment Manufacturing,Manufacturing,Machinery Manufacturing,"Canon Inc. manufactures and sells office multifunction devices (MFDs), plain paper copying machines, laser and inkjet printers, cameras, diagnostic equipment, and lithography equipment.",0,-0.022964238928949325,-0.07072393625929833,0.04840109191912584,0.03374740878506304,-0.13780050222649712
20212.0,GV_003028,3028,CHDN,USA,CHURCHILL DOWNS INC,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming,7990,713210,Casinos (except Casino Hotels),"Arts, Entertainment, and Recreation","Amusement, Gambling, and Recreation Industries","Churchill Downs Incorporated operates as a racing, gaming, and online entertainment company in the United States.",0,0.28359919978196396,0.10528463892165778,0.11054674892018229,0.15028568580964824,0.07137346177506051
21535.0,GV_003158,3158,COHU,USA,COHU INC,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,3825,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,Manufacturing,Computer and Electronic Product Manufacturing,"Cohu, Inc., through its subsidiaries, provides semiconductor test and inspection handlers, micro-electro mechanical system (MEMS) test modules, test contactors, thermal sub-systems, semiconductor automated test equipment (ATE), and bare board printed circuit board (PCB) test systems for semiconductor and electronics manufacturers, and test subcontractors worldwide.",0,0.2794695784189919,-0.09978810461222604,-0.034876559413536345,-0.15342170002607616,0.19030939145702128
27904.0,GV_003851,3851,DAL,USA,DELTA AIR LINES INC,Industrials,Transportation,Airlines,Airlines,4512,481111,Scheduled Passenger Air Transportation,Transportation and Warehousing,Air Transportation,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally.",0,0.32863739540019465,0.4207394024894862,0.062320653094801795,-0.1683265646139531,0.27726715432690024
28823.0,GV_003946,3946,DBD,USA,DIEBOLD NIXDORF INC,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",3578,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Diebold Nixdorf, Incorporated provides connected commerce solutions to financial institutions and retailers in Western Europe, Eastern Europe, Asia, the Middle East, Africa, the United States, Canada, Mexico, and Latin America.",0,0.20804737425224823,0.010074039114043613,-0.1578340917923209,-0.1641350426946408,0.11174861540981212
32198.0,GV_004279,4279,ELMG,USA,EMS TECHNOLOGIES INC,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment,3663,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"As of August 19, 2011, EMS Technologies, Inc. was acquired by Honeywell International Inc. EMS Technologies, Inc. designs, manufactures, and sells wireless communications products for the enterprise mobility, communications-on-the-move, tracking, and in-flight connectivity markets in the United States and internationally.",0,-0.056846944620335974,0.21264276775632288,-0.12325304235983175,-0.0022818346217032153,0.18109788468704532
33769.0,GV_002282,2282,BOBE,USA,BOB EVANS FARMS,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,2013,311612,Meat Processed from Carcasses,Manufacturing,Food Manufacturing,"Bob Evans Farms, Inc. produces and distributes food products for grocery retailers in the United States.",0,0.16052711564314612,0.11984244599162741,0.3236076479888534,-0.1402632158511781,-0.2191766069215243
36146.0,GV_004685,4685,TRMK,USA,TRUSTMARK CORP,Financials,Banks,Banks,Regional Banks,6020,522110,Commercial Banking,Finance and Insurance,Credit Intermediation and Related Activities,Trustmark Corporation operates as the bank holding company for Trustmark National Bank that provides banking and other financial solutions to individuals and corporate institutions in the United States.,0,0.4744032430416194,0.21751963990337086,-0.1060243324552026,-0.11423647720966618,0.13695580026756668
39263.0,GV_003643,3643,CFR,USA,CULLEN/FROST BANKERS INC,Financials,Banks,Banks,Regional Banks,6020,522110,Commercial Banking,Finance and Insurance,Credit Intermediation and Related Activities,"Cullen/Frost Bankers, Inc. operates as the holding company for Frost Bank that offers commercial and consumer banking services in Texas.",0,0.2940074845810931,0.3652914807550347,-0.21739789238815863,0.14011894278786785,-0.14427227213588523
50725.0,GV_005987,5987,GFF,USA,GRIFFON CORP,Industrials,Capital Goods,Building Products,Building Products,3420,332216,Saw Blade and Handtool Manufacturing,Manufacturing,Fabricated Metal Product Manufacturing,"Griffon Corporation, through its subsidiaries, engages in the consumer and professional products, home and building products, and defense electronics businesses in the United States, Canada, Australia, Europe, and internationally.",0,0.11702063513896203,0.07943715067102092,0.03377532799841643,-0.006948951834272268,0.21716112411829128
54991.0,GV_006370,6370,KEI,USA,KEITHLEY INSTRUMENTS INC,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,3825,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,Manufacturing,Computer and Electronic Product Manufacturing,"Keithley Instruments, Inc. designs,develops,manufactures,and markets complex electronic instruments and systems to the electronics manufacturers for high-performance production testing, process monitoring,product development,and research.",0,0.07083878156559012,0.03337466411944148,0.5000088529896791,0.035748152403563285,-0.017211409475545725
55242.0,GV_006386,6386,KMT,USA,KENNAMETAL INC,Industrials,Capital Goods,Machinery,Industrial Machinery,3540,333517,Machine Tool Manufacturing,Manufacturing,Machinery Manufacturing,"Kennametal Inc. develops and applies tungsten carbides, ceramics, and super-hard materials and solutions for use in metal cutting and extreme wear applications to enable customers work against corrosion and high temperatures conditions worldwide.",0,0.08936664178499287,-0.1690074999323253,0.11967992515025556,-0.0962549226467641,-0.10960462272845688
64803.0,GV_007241,7241,CVS,USA,CVS HEALTH CORP,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health Care  Services,5912,446110,Pharmacies and Drug Stores,Retail Trade,Health and Personal Care Stores,CVS Health Corporation provides health services and plans in the United States.,0,0.02981264828183483,-0.08789051944438696,-0.11658692047359101,-0.09642470264629528,-0.02836852735749567
67472.0,GV_007506,7506,MOLXA,USA,MOLEX INC,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,3678,334417,Electronic Connector Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Molex, LLC designs, develops, and manufactures electronic components and solutions.",0,0.09927127446467157,-0.11659915383916077,0.033007136977467974,-0.007206033652572619,-0.2892078079222597
67887.0,GV_007549,7549,MOG.B,USA,MOOG INC  -CL A,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,3728,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,Manufacturing,Transportation Equipment Manufacturing,"Moog Inc. designs, manufactures, and integrates precision motion and fluid controls and systems for original equipment manufacturers and end users in the aerospace, defense, and industrial markets worldwide.",0,0.34098669688044003,0.0635260723894628,0.14339468192504104,0.007313961224279298,0.13138685275276046
75252.0,GV_008213,8213,OMI,USA,OWENS & MINOR INC,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health Care Distributors,5047,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",Wholesale Trade,"Merchant Wholesalers, Durable Goods","Owens & Minor, Inc., together with its subsidiaries, operates as a healthcare solutions company in the United States and internationally.",0,-0.17480599134482402,0.18764062142973306,-0.23327801665832867,-0.13908844723379843,0.1887153091959835
76267.0,GV_008348,8348,PKE,USA,PARK AEROSPACE CORP,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,3672,334412,Bare Printed Circuit Board Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,Park Aerospace Corp. develops and manufactures solution and hot-melt advanced composite materials used to produce composite structures for the aerospace market.,0,0.08933040819349858,-0.02046563386340914,0.02201125991187017,-0.23323349275323269,-0.04052456582935185
78536.0,GV_012277,12277,DINE,USA,REWARDS NETWORKS INC,Financials,Diversified Financials,Consumer Finance,Consumer Finance,7389,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",Finance and Insurance,Credit Intermediation and Related Activities,"Rewards Network Inc. provides financing, marketing, and customer loyalty services for restaurants, bars, or nightclubs in the United States.",0,-0.021696181610344815,0.16818282051641573,-0.08463015003354218,-0.14083283780926525,-0.12946929156983222
78890.0,GV_028590,28590,BCO,USA,BRINKS CO,Industrials,Commercial  & Professional Services,Commercial Services & Supplies,Security & Alarm Services,7381,561613,Armored Car Services,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,"The Brink's Company provides secure transportation, cash management, and other security-related services in North America, South America, and internationally.",0,-0.07077697117213697,0.05820688670442642,0.306861290184487,-0.051802929281807755,-0.034144764738824496
82166.0,GV_008958,8958,RAVN,USA,RAVEN INDUSTRIES INC,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates,3080,326113,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,Manufacturing,Plastics and Rubber Products Manufacturing,"Raven Industries, Inc., a technology company, provides various products to customers in the industrial, agricultural, geo-membrane, construction, aerospace/defense, and commercial lighter-than-air markets worldwide.",0,0.056984013676205585,0.05855616045521908,-0.11135922707387835,-0.11025352618587965,-0.015543568752171772
87565.0,GV_009472,9472,SHLM,USA,SCHULMAN (A.) INC,Materials,Materials,Chemicals,Specialty Chemicals,2821,325211,Plastics Material and Resin Manufacturing,Manufacturing,Chemical Manufacturing,"A. Schulman, Inc. manufactures and supplies plastic compounds and resins.",0,0.10387023258249227,-0.035911460098074194,0.19719171111094216,-0.24882207996324734,0.13973399800013986
91928.0,GV_009831,9831,SJI,USA,SOUTH JERSEY INDUSTRIES INC,Utilities,Utilities,Gas Utilities,Gas Utilities,4924,221210,Natural Gas Distribution,Utilities,Utilities,"South Jersey Industries, Inc., through its subsidiaries, provides energy-related products and services.",0,-0.15740545043303733,0.43349116186861836,-0.18957792308588758,0.21104244922216653,0.08650689323096533
92380.0,GV_009882,9882,LUV,USA,SOUTHWEST AIRLINES,Industrials,Transportation,Airlines,Airlines,4512,481111,Scheduled Passenger Air Transportation,Transportation and Warehousing,Air Transportation,Southwest Airlines Co. operates a passenger airline that provides scheduled air transportation services in the United States and near-international markets.,0,0.24856725738812172,0.02818733051334143,0.007402893089446217,-0.0687461156950071,0.09641649270003978
96021.0,GV_010247,10247,SYY,USA,SYSCO CORP,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,Food Distributors,5140,4244,Grocery and Related Product Merchant Wholesalers,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods","Sysco Corporation, through its subsidiaries, markets and distributes a range of food and related products primarily to the foodservice or food-away-from-home industry in the United States, Canada, the United Kingdom, France, and internationally.",0,0.19676953243040016,0.08586763002715588,-0.0002632819814745325,-0.06915410356916354,-0.11535247627811755
96943.0,GV_010407,10407,TFX,USA,TELEFLEX INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,3841,339112,Surgical and Medical Instrument Manufacturing,Manufacturing,Miscellaneous Manufacturing,"Teleflex Incorporated designs, develops, manufactures, and supplies single-use medical devices for common diagnostic and therapeutic procedures in critical care and surgical applications worldwide.",0,-0.09333784110175618,-6.754560953775346e-06,0.06877532458191267,-0.07503295857771519,0.3235772499522976
97210.0,GV_010453,10453,TER,USA,TERADYNE INC,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,3825,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,Manufacturing,Computer and Electronic Product Manufacturing,"Teradyne, Inc. designs, develops, manufactures, sells, and supports automatic test equipment worldwide.",0,-0.09115601814493625,-0.3160289863450306,0.07830957277292853,-0.11807258578352767,0.05128754322779051
98677.0,GV_010609,10609,TR,USA,TOOTSIE ROLL INDUSTRIES INC,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,2060,311340,Nonchocolate Confectionery Manufacturing,Manufacturing,Food Manufacturing,"Tootsie Roll Industries, Inc., together with its subsidiaries, manufactures and sells confectionery products primarily in the United States, Canada, and Mexico. The company sells its products under the Tootsie Roll, Tootsie Pops, Child’s Play, Caramel Apple Pops, Charms, Blow-Pop, Charms Mini Pops, Cella’s, Dots, Junior Mints, Charleston Chew, Sugar Daddy, Sugar Babies, Andes, Fluffy Stuff, Dubble Bubble, Razzles, Cry Baby, Nik-L-Nip, and Tutsi Pop trademarks.",0,0.24255135283733692,0.10315089463641929,-0.22566267656138198,0.06193598724055163,-0.008194652756101055
102741.0,GV_011096,11096,VAL.1,USA,VALSPAR CORP,Materials,Materials,Chemicals,Specialty Chemicals,2851,325510,Paint and Coating Manufacturing,Manufacturing,Chemical Manufacturing,"The Valspar Corporation develops, manufactures, and distributes a range of coatings, paints, and related products worldwide.",0,0.2086457822626877,-0.03680352425593829,-0.2182881277082989,-0.21861147187589317,-0.2812881211939198
203077.0,GV_009372,9372,STJ,USA,ST JUDE MEDICAL INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,3845,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"St. Jude Medical, Inc. was acquired by St. Jude Medical, LLC. St. Jude Medical, Inc., together with its subsidiaries, develops, manufactures, and distributes cardiovascular medical devices for cardiac rhythm management, cardiovascular and atrial fibrillation therapy areas, and interventional pain therapy and neurostimulation devices for the management of chronic pain and movement disorder worldwide.",0,-0.1864172324110815,0.21326046882701882,0.39627566143388515,-0.07127626298293914,0.17165690102595516
310142.0,GV_011012,11012,SXT,USA,SENSIENT TECHNOLOGIES CORP,Materials,Materials,Chemicals,Specialty Chemicals,2860,325199,All Other Basic Organic Chemical Manufacturing,Manufacturing,Chemical Manufacturing,"Sensient Technologies Corporation, together with its subsidiaries, develops, manufactures, and markets colors, flavors, and fragrances in North America, Europe, the Asia Pacific, and internationally.",0,0.03956096735438726,0.1994384229090177,-0.08745052619070892,0.07715173755198144,-0.22722119139741562
310568.0,GV_007346,7346,MSCC,USA,MICROSEMI CORP,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,3674,334413,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Microsemi Corporation designs, manufactures, and markets analog and mixed-signal semiconductor solutions in the United States, Europe, and Asia.",0,-0.028605645365125117,0.10273355416991851,-0.3610619388459654,-0.16860656564106496,-0.16764878766676897
316793.0,GV_006109,6109,IRF,USA,INTL RECTIFIER CORP,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,3674,334413,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Infineon Technologies Americas Corp. designs, manufactures, and markets power management semiconductors worldwide.",0,0.08889480891987792,-0.10278334218616111,0.11452119264751985,-0.2774371875188957,-0.026588484584336283
317771.0,GV_010420,10420,TLAB,USA,TELLABS INC,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment,3661,334210,Telephone Apparatus Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Tellabs Inc. designs, develops, and supports telecommunication networking products for communication service providers in the United States and internationally.",0,0.0010812135081666582,0.08491063355376942,-0.08603376344426936,-0.2271840112177963,-0.10577765117291724
319201.0,GV_006304,6304,KLAC,USA,KLA CORP,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,3827,333314,Optical Instrument and Lens Manufacturing,Manufacturing,Machinery Manufacturing,"KLA Corporation designs, manufactures, and markets process control and yield management solutions for the semiconductor and related nanoelectronics industries worldwide.",0,0.11069247079692665,-0.32349704409561186,0.07255402688837964,-0.12048885073048934,-0.13803182554280038
319687.0,GV_010484,10484,CAL.1,USA,UNITED AIRLINES INC,Industrials,Transportation,Airlines,Airlines,4512,48111,Scheduled Air Transportation,Transportation and Warehousing,Air Transportation,"United Airlines, Inc. provides air transportation services in Asia, Europe, the Middle East, and Latin America.",0,0.41546603351137673,0.29459109170340286,0.05169726465250412,-0.14525718305151797,0.24477471190875605
352541.0,GV_011554,11554,LNT,USA,ALLIANT ENERGY CORP,Utilities,Utilities,Electric Utilities,Electric Utilities,4931,22111,Electric Power Generation,Utilities,Utilities,Alliant Energy Corporation operates as a utility holding company that provides regulated electricity and natural gas services in the Midwest region of the United States.,0,-0.264017077766271,0.36383999957768753,-0.32799101312835394,0.18717196600982194,0.05550960628230047
354908.0,GV_028477,28477,FLIR,USA,FLIR SYSTEMS INC,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,3812,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",Manufacturing,Computer and Electronic Product Manufacturing,"FLIR Systems, Inc. designs, develops, markets, and distributes thermal imaging systems, visible-light imaging systems, locater systems, measurement and diagnostic systems, and threat-detection solutions worldwide.",0,-0.06885859276950125,0.143293319640385,-0.1171916494976634,0.10681122564408994,0.11999930160065261
711377.0,GV_016453,16453,NEOG,USA,NEOGEN CORP,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Supplies,2834,325412,Pharmaceutical Preparation Manufacturing,Manufacturing,Chemical Manufacturing,"Neogen Corporation, together with its subsidiaries, develops, manufactures, and markets various products for food and animal safety worldwide.",0,0.009578702599669928,0.305615133511821,0.09850265477537797,-0.26562924518709957,0.21525284362369757
719866.0,GV_022461,22461,ACAT,USA,ARCTIC CAT INC,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products,3790,336999,All Other Transportation Equipment Manufacturing,Manufacturing,Transportation Equipment Manufacturing,"Arctic Cat Inc. designs, engineers, manufactures, and markets snowmobiles and all-terrain vehicles (ATVs), and recreational off-highway vehicles under the Arctic Cat and MotorFist brand names.",0,0.08247028876447107,0.10252847977111575,-0.2656581917344522,-0.12451085574289839,0.012304359773330846
723125.0,GV_007343,7343,MU,USA,MICRON TECHNOLOGY INC,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,3674,334413,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Micron Technology, Inc. manufactures and sells memory and storage solutions worldwide.",0,-0.11583471925242743,-0.010694220044619486,-0.07064697275145186,-0.4741134215330406,0.071372615098108
723531.0,GV_008402,8402,PAYX,USA,PAYCHEX INC,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,8721,541214,Payroll Services,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Paychex, Inc. provides integrated human capital management solutions for payroll, benefits, human resource (HR), retirement, and insurance services for small- to medium-sized businesses in the United States and Europe.",0,0.14844828593375853,0.11528881758413749,-0.21798661030772962,0.08428698348283381,-0.2504201386252124
726728.0,GV_030822,30822,O,USA,REALTY INCOME CORP,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,6798,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Real Estate and Rental and Leasing,Real Estate,"Realty Income, The Monthly Dividend Company, is an S&P 500 company dedicated to providing stockholders with dependable monthly income.",0,0.4234902647145471,0.06547805788699503,0.14583606783931108,0.06195051082439436,0.050755521707606284
730000.0,GV_010200,10200,SUPX,USA,SUPERTEX INC,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,3674,334413,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Supertex, Inc., together with its subsidiary, Supertex Limited, designs, develops, manufactures, and markets high voltage analog and mixed signal integrated circuits (IC) primarily in the United States, China, Singapore, rest of Asia, and Europe.",0,0.051109913159623085,0.1709884968961847,0.0552920938498917,-0.19111178273929336,0.016552749937739763
731012.0,GV_005539,5539,HCSG,USA,HEALTHCARE SERVICES GROUP,Industrials,Commercial  & Professional Services,Commercial Services & Supplies,Diversified Support Services,7340,561720,Janitorial Services,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,"Healthcare Services Group, Inc. provides management, administrative, and operating services to the housekeeping, laundry, linen, facility maintenance, and dietary service departments of nursing homes, retirement complexes, rehabilitation centers, and hospitals in the United States.",0,0.19862101381292968,0.16835001244177797,-0.08426087483388148,-0.1792442929033758,0.1343135914037133
732712.0,GV_002136,2136,VZ,USA,VERIZON COMMUNICATIONS INC,Communication Services,Telecommunication Services,Diversified Telecommunication Services,Integrated Telecommunication Services,4812,517312,Wireless Telecommunications Carriers (except Satellite),Information,Telecommunications,"Verizon Communications Inc. offers communications, information, and entertainment products and services to consumers, businesses, and governmental entities worldwide.",0,-0.03220201740827236,0.24924912704115595,-0.09580955768620752,0.1216946182465399,-0.20344857889988907
732717.0,GV_009899,9899,T,USA,AT&T INC,Communication Services,Telecommunication Services,Diversified Telecommunication Services,Integrated Telecommunication Services,4812,517312,Wireless Telecommunications Carriers (except Satellite),Information,Telecommunications,"AT&T Inc. provides telecommunication, media, and technology services worldwide.",0,0.01695568476060457,0.20758202017390795,-0.18333482472945156,0.08918063068680147,-0.1502109803482611
741508.0,GV_007824,7824,NVE,USA,NV ENERGY INC,Utilities,Utilities,Electric Utilities,Electric Utilities,4911,22111,Electric Power Generation,Utilities,Utilities,"NV Energy, Inc., a public utility, together with its subsidiaries, engages in the generation, transmission, distribution, and sale of electric energy in Nevada.",0,-0.2690989630614091,0.048231194948488466,-0.14127765265792622,0.12807141770098127,0.03729079910370988
752431.0,GV_013011,13011,NWK,USA,NETWORK EQUIPMENT TECH INC,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment,3576,334210,Telephone Apparatus Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Network Equipment Technologies, Inc. develops and sells networking equipment optimized for real-time communications primarily in the United States and Europe.",0,0.03537986698921063,0.2624752810443099,-0.24563643515028524,0.0014847565957121405,-0.08908910608140552
766421.0,GV_001230,1230,ALK,USA,ALASKA AIR GROUP INC,Industrials,Transportation,Airlines,Airlines,4512,481111,Scheduled Passenger Air Transportation,Transportation and Warehousing,Air Transportation,"Alaska Air Group, Inc., through its subsidiaries, provides passenger and cargo air transportation services.",0,0.2579255572273909,0.49003106654699913,0.12935498718696284,-0.17336650703672674,0.37872044805057525
766704.0,GV_005543,5543,WELL,USA,WELLTOWER INC,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Health Care REITs,6798,531110,Lessors of Residential Buildings and Dwellings,Real Estate and Rental and Leasing,Real Estate,"Welltower Inc. (NYSE:WELL), an S&P 500 company headquartered in Toledo, Ohio, is driving the transformation of health care infrastructure.",0,0.3058713045317551,0.08179883467270471,0.12417489483273021,0.19568699431208264,0.16378846396492927
768251.0,GV_014324,14324,ALTR.1,USA,ALTERA CORP,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,3674,334413,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Altera Corporation, a semiconductor company, designs and sells programmable logic devices (PLDs), HardCopy application-specific integrated circuit (ASIC) devices, power system-on-chip devices (PowerSoCs), pre-defined design building blocks, and associated development tools.",0,-0.07153263027729118,0.15299872059366024,0.2281159303410608,-0.05507099427364796,-0.18032070809045167
768835.0,GV_012123,12123,BIG,USA,BIG LOTS INC,Consumer Discretionary,Retailing,Multiline Retail,General Merchandise Stores,5331,452319,All Other General Merchandise Stores,Retail Trade,General Merchandise Stores,"Big Lots, Inc., through its subsidiaries, operates as a retailer in the United States.",0,0.20392863525636662,-0.019516596566137006,-0.2023929003882765,-0.4001179097722139,-0.21121614304134703
772406.0,GV_016401,16401,CRUS,USA,CIRRUS LOGIC INC,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,3674,334413,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Cirrus Logic, Inc., a fabless semiconductor company, develops, manufactures, and markets analog and mixed-signal integrated circuits (ICs) in the United States and internationally.",0,-0.04540222582079849,0.07956822424404718,-0.3318153753928463,-0.5758642863812312,-0.07065571469739314
785956.0,GV_012825,12825,JJSF,USA,J & J SNACK FOODS CORP,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,2050,311812,Commercial Bakeries,Manufacturing,Food Manufacturing,"J & J Snack Foods Corp. manufactures, markets, and distributes nutritional snack foods and beverages in the United States, Mexico, and Canada.",0,0.27137689756650685,0.17891486315622468,0.14110179948944057,-0.05128810665393662,0.012949534671586679
791519.0,GV_015521,15521,SPLS,USA,STAPLES INC,Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores,5110,424120,Stationery and Office Supplies Merchant Wholesalers,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods","Staples, Inc., together with its subsidiaries, operates office products superstores.",0,0.19911800329241475,-0.05692637575457269,0.02864785958073577,-0.16021917272275898,-0.24314456701111406
791907.0,GV_012216,12216,LLTC,USA,LINEAR TECHNOLOGY CORP,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,3674,334413,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"As of March 10, 2017, Linear Technology Corporation was acquired by Analog Devices, Inc. Linear Technology Corporation designs, manufactures, and markets a line of analog integrated circuits worldwide.",0,-0.24121223416086923,0.03718642257179779,0.1863440886961959,0.007026339733433285,-0.0853902851458213
792641.0,GV_012576,12576,BRLI,USA,BIO REFERENCE LABS,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health Care  Services,8071,621511,Medical Laboratories,Health Care and Social Assistance,Ambulatory Health Care Services,"Bio-Reference Laboratories, Inc. provides clinical laboratory testing services for the detection, diagnosis, evaluation, monitoring, and treatment of diseases in the United States.",0,0.14498920761636644,0.06808020291334564,0.13734864966884167,-0.013327215312643019,0.29553841776231465
793547.0,GV_017074,17074,NAVG,USA,NAVIGATORS GROUP INC,Financials,Insurance,Insurance,Property & Casualty Insurance,6331,524126,Direct Property and Casualty Insurance Carriers,Finance and Insurance,Insurance Carriers and Related Activities,"The Navigators Group, Inc., together with its subsidiaries, underwrites marine, property and casualty, and professional liability insurance products and services in the United States and internationally.",0,-0.16243515781565177,0.28578578172389213,-0.08149750901250688,0.03893906942157529,0.0706982004369287
