cik,GVKEY IQ,gvkey,tic,fic,conm,sector,industry_group,industry,sub_industry,sic,naics,NAICS6,NAICS2,NAICS3,Company Description,cluster,first_dim,second_dim,third_dim,forth_dim,fifth_dim
1750.0,GV_001004,1004,AIR,USA,AAR CORP,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,5080,423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,Wholesale Trade,"Merchant Wholesalers, Durable Goods","AAR Corp. provides products and services to commercial aviation, government, and defense markets worldwide.",9,-0.17296708613531458,0.09535450731103792,-0.19167690851317892,-0.024717578666530418,0.10591057115367
4962.0,GV_001447,1447,AXP,USA,AMERICAN EXPRESS CO,Financials,Diversified Financials,Consumer Finance,Consumer Finance,6141,522210,Credit Card Issuing,Finance and Insurance,Credit Intermediation and Related Activities,"American Express Company, together with its subsidiaries, provides charge and credit payment card products, and travel-related services worldwide.",9,-0.34762514595579397,-0.06446387214412028,-0.12308465567748246,-0.07419394192313539,0.05333248379358593
6845.0,GV_001686,1686,APOG,USA,APOGEE ENTERPRISES INC,Industrials,Capital Goods,Building Products,Building Products,3442,332321,Metal Window and Door Manufacturing,Manufacturing,Fabricated Metal Product Manufacturing,"Apogee Enterprises, Inc. designs and develops glass and metal products and services in the United States, Canada, and Brazil.",9,-0.21818728474019622,-0.08465461630400638,0.11467847541004068,-0.08173659440791833,-0.019490823792780942
10456.0,GV_002086,2086,BAX,USA,BAXTER INTERNATIONAL INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,2834,325412,Pharmaceutical Preparation Manufacturing,Manufacturing,Chemical Manufacturing,"Baxter International Inc., through its subsidiaries, develops and provides a portfolio of healthcare products.",9,0.1630969521278379,-0.03914914954993264,-0.2191178394655182,-0.40139302978918034,0.09693593340583291
16058.0,GV_002596,2596,CACI,USA,CACI INTL INC  -CL A,Information Technology,Software & Services,IT Services,IT Consulting & Other Services,7373,541512,Computer Systems Design Services,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","CACI International Inc, together with its subsidiaries, provides information solutions and services in North America and internationally.",9,-0.20569686731941492,-0.1443154490372132,-0.1286139800557268,0.0014313212222343246,0.09264980219667095
29905.0,GV_004058,4058,DOV,USA,DOVER CORP,Industrials,Capital Goods,Machinery,Industrial Machinery,3585,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,Manufacturing,Machinery Manufacturing,"Dover Corporation provides equipment and components, consumable supplies, aftermarket parts, software and digital solutions, and support services worldwide.",9,-0.23046902327975585,-0.05204616106866498,0.0070543961120016156,-0.4383229514508392,0.07696034061211053
30554.0,GV_004087,4087,DD.2,USA,DU PONT (E I) DE NEMOURS,Materials,Materials,Chemicals,Diversified Chemicals,2820,3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",Manufacturing,Chemical Manufacturing,E. I. du Pont de Nemours and Company provides seeds and crop protection products worldwide.,9,-0.014798611238722665,0.20088584695266762,-0.4435115995320329,-0.19407686072087496,0.06767174616695756
31462.0,GV_004213,4213,ECL,USA,ECOLAB INC,Materials,Materials,Chemicals,Specialty Chemicals,2842,325612,Polish and Other Sanitation Good Manufacturing,Manufacturing,Chemical Manufacturing,"Ecolab Inc. provides water, hygiene, and energy technologies and services worldwide.",9,0.05262604277448978,-0.28150162843552007,-0.25142278928352785,-0.16594163700956946,-0.31067796256480124
37785.0,GV_004510,4510,FMC,USA,FMC CORP,Materials,Materials,Chemicals,Fertilizers & Agricultural Chemicals,2870,325320,Pesticide and Other Agricultural Chemical Manufacturing,Manufacturing,Chemical Manufacturing,"FMC Corporation, a diversified chemical company, provides solutions, applications, and products for the agricultural, consumer, and industrial markets worldwide.",9,-0.1539523982905394,0.02155387986636668,-0.1845804100207636,-0.30400457741940295,0.049349605455867876
48898.0,GV_005764,5764,HUBB,USA,HUBBELL INC,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipment,3640,335931,Current-Carrying Wiring Device Manufacturing,Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing","Hubbell Incorporated, together with its subsidiaries, designs, manufactures, and sells electrical and electronic products in the United States and internationally.",9,-0.20048856316355435,-0.1264787791183883,-0.17678092679541196,-0.3057609445368,0.23672611181507178
67625.0,GV_007525,7525,MNR,USA,MONMOUTH RE INVESTMENT CP,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Industrial REITs,6798,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Real Estate and Rental and Leasing,Real Estate,"Monmouth Real Estate Investment Corporation, founded in 1968, is one of the oldest public equity REITs in the world.",9,0.23596348815152232,-0.25016568494712904,0.34744183630922426,-0.1181808095869867,0.07997991032059888
