cik,GVKEY IQ,gvkey,tic,fic,conm,sector,industry_group,industry,sub_industry,sic,naics,NAICS6,NAICS2,NAICS3,Company Description,cluster,first_dim,second_dim,third_dim,forth_dim,fifth_dim
1750,GV_001004,1004,AIR,USA,AAR CORP,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,5080,423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,Wholesale Trade,"Merchant Wholesalers, Durable Goods","AAR Corp. provides products and services to commercial aviation, government, and defense markets worldwide.",0,0.35529666913335844,-0.10777877864081413,-0.1776983631217104,-0.006718093846143158,0.16192667475684258
1800,GV_001078,1078,ABT,USA,ABBOTT LABORATORIES,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,3845,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Abbott Laboratories discovers, develops, manufactures, and sells health care products worldwide.",0,0.37175015907561676,-0.08693402802794468,-0.26170673864778426,-0.015891061579444702,0.035457516906488594
2034,GV_001094,1094,ACETQ,USA,ACETO CORP,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health Care Distributors,5160,424690,Other Chemical and Allied Products Merchant Wholesalers,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods","On October 1, 2019, Aceto Corporation went out of business as per its Chapter 11 liquidation filing under bankruptcy.",0,0.1191904124797292,-0.30458252522303425,-0.07116763128102212,0.14845818597579274,-0.0868060314260656
2135,GV_030697,30697,ACS,USA,AFFILIATED COMPUTER SERVICES,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,7374,518210,"Data Processing, Hosting, and Related Services",Information,"Data Processing, Hosting, and Related Services","Conduent Business Services, LLC provides digital platforms and services for Fortune 100 companies and government entities worldwide.",0,0.5141774668298336,0.22132484405173894,-0.12324811563454721,-0.21602226902740373,0.3467316974513716
2488,GV_001161,1161,AMD,USA,ADVANCED MICRO DEVICES,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,3674,334413,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Advanced Micro Devices, Inc. operates as a semiconductor company worldwide.",0,0.1781849162363173,-0.29015506691128645,-0.05972607268928698,-0.1780257651412393,0.2870638053886752
2969,GV_001209,1209,APD,USA,AIR PRODUCTS & CHEMICALS INC,Materials,Materials,Chemicals,Industrial Gases,2810,325120,Industrial Gas Manufacturing,Manufacturing,Chemical Manufacturing,"Air Products and Chemicals, Inc. provides atmospheric gases, process and specialty gases, equipment, and services worldwide.",0,-0.36165406345888423,-0.3503138378647124,0.11179081069875467,0.10991342715231976,-0.06504477274282365
4447,GV_001380,1380,HES,USA,HESS CORP,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,1311,2111,Oil and Gas Extraction,"Mining, Quarrying, and Oil and Gas Extraction",Oil and Gas Extraction,"Hess Corporation, an exploration and production company, explores, develops, produces, purchases, transports, and sells crude oil, natural gas liquids (NGLs), and natural gas.",0,-0.2743739822724918,-0.3966465270190853,0.017015644302007776,-0.08294324169640815,0.01699735509423273
5133,GV_001468,1468,AM.1,USA,AMERICAN GREETINGS  -CL A,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Housewares & Specialties,2771,511191,Greeting Card Publishers,Information,Publishing Industries (except Internet),"American Greetings Corporation designs, manufactures, distributes, and sells social expressions products.",0,0.585603119799902,-0.04215350514104326,-0.045111336851601555,-0.11139711689558013,-0.013892501113960582
5768,GV_001554,1554,ASEI,USA,AMERICAN SCIENCE ENGINEERING,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,3844,334517,Irradiation Apparatus Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"American Science and Engineering, Inc., together with its subsidiaries, develops, manufactures, markets, and sells X-ray inspection and other detection products for homeland security, force protection, public safety, and other defense and security applications in the United States and internationally.",0,0.3502094343074556,-0.24176882228516522,-0.08404406907864632,0.29824140475995475,0.007046521013728163
6951,GV_001704,1704,AMAT,USA,APPLIED MATERIALS INC,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,3559,333242,Semiconductor Machinery Manufacturing,Manufacturing,Machinery Manufacturing,"Applied Materials, Inc. provides manufacturing equipment, services, and software to the semiconductor, display, and related industries.",0,0.14411677043705007,-0.27165723959578536,-0.15038607729043546,0.18750187435808816,0.07632206456578458
7084,GV_001722,1722,ADM,USA,ARCHER-DANIELS-MIDLAND CO,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Agricultural Products,2070,31122,Starch and Vegetable Fats and Oils Manufacturing,Manufacturing,Food Manufacturing,"Archer-Daniels-Midland Company procures, transports, stores, processes, and merchandises agricultural commodities, products, and ingredients in the United States and internationally.",0,-0.10659987410385341,-0.3325938992074748,0.1783670115773322,-0.23616023794298133,-0.043658097492563254
7789,GV_011842,11842,ASB,USA,ASSOCIATED BANC-CORP,Financials,Banks,Banks,Regional Banks,6020,522110,Commercial Banking,Finance and Insurance,Credit Intermediation and Related Activities,"Associated Banc-Corp, a bank holding company, provides various banking and nonbanking products to individuals and businesses in Wisconsin, Illinois, and Minnesota.",0,0.011457936468489699,-0.35097983439110697,-0.11394576201591955,-0.09035534277470911,-0.10556340561838116
8818,GV_001913,1913,AVY,USA,AVERY DENNISON CORP,Materials,Materials,Containers & Packaging,Paper Packaging,2670,322220,Paper Bag and Coated and Treated Paper Manufacturing,Manufacturing,Paper Manufacturing,Avery Dennison Corporation produces and sells pressure-sensitive materials worldwide.,0,0.5933608274295109,0.16533629375050987,-0.1531015792049527,-0.26026383818411847,0.2927650278345963
8858,GV_001919,1919,AVT,USA,AVNET INC,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Technology Distributors,5065,423690,Other Electronic Parts and Equipment Merchant Wholesalers,Wholesale Trade,"Merchant Wholesalers, Durable Goods","Avnet, Inc., a technology solutions company, markets, sells, and distributes electronic components.",0,0.10796349253416919,-0.2705461189204633,-0.2346109445440294,-0.0039602066651308054,-0.03537901474032248
8868,GV_001920,1920,AVP,USA,AVON PRODUCTS,Consumer Staples,Household & Personal Products,Personal Products,Personal Products,2844,325620,Toilet Preparation Manufacturing,Manufacturing,Chemical Manufacturing,"Avon Products, Inc. manufactures and markets beauty and related products in Europe, the Middle East, Africa, south Latin America, north Latin America, and the Asia Pacific.",0,-0.32706481436514045,-0.4011645565524658,0.16306203699650804,0.2466467416448847,0.03636606562332833
8947,GV_001926,1926,AZZ,USA,AZZ INC,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,3640,335122,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing",Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing","AZZ Inc. provides galvanizing and metal coating services, welding solutions, specialty electrical equipment, and highly engineered services to the power generation, transmission, distribution, refining, and industrial markets.",0,-0.10410071752048186,-0.07069364464749653,-0.05319076514954958,0.10524451237907739,-0.006913189003956469
9092,GV_001968,1968,BMI,USA,BADGER METER INC,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,3824,334514,Totalizing Fluid Meter and Counting Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Badger Meter, Inc. manufactures and markets flow measurement, control, and communication solutions in the United States, Asia, Canada, Europe, Mexico, the Middle East, and internationally.",0,0.3163722075071927,-0.2781770566152412,0.5056861403917801,0.23832948791268452,0.20994484504630787
9631,GV_015582,15582,BNS.,CAN,BANK OF NOVA SCOTIA,Financials,Banks,Banks,Diversified Banks,6020,522110,Commercial Banking,Finance and Insurance,Credit Intermediation and Related Activities,"The Bank of Nova Scotia provides various banking products and services in Canada, the United States, Mexico, Peru, Chile, Colombia, the Caribbean and Central America, and internationally.",0,-0.06369442282516222,0.5195470696242475,0.27075632431522956,0.04863228389071006,0.060807469517350526
9892,GV_002044,2044,BCR,USA,BARD (C.R.) INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,3841,339112,Surgical and Medical Instrument Manufacturing,Manufacturing,Miscellaneous Manufacturing,"C. R. Bard, Inc. designs, manufactures, packages, distributes, and sells medical, surgical, diagnostic, and patient care devices worldwide.",0,0.26868384227473563,-0.3270979804225951,-0.05006414332066864,0.15131341610682728,0.06620544838070928
10795,GV_002111,2111,BDX,USA,BECTON DICKINSON & CO,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,3841,339112,Surgical and Medical Instrument Manufacturing,Manufacturing,Miscellaneous Manufacturing,"Becton, Dickinson and Company develops, manufactures, and sells medical supplies, devices, laboratory equipment, and diagnostic products worldwide.",0,-0.37516654880730366,-0.3713550149533174,0.1208378376116094,0.1581856242864001,-0.05196811675568521
11199,GV_002154,2154,BMS,USA,BEMIS CO INC,Materials,Materials,Containers & Packaging,Paper Packaging,2670,326112,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,Manufacturing,Plastics and Rubber Products Manufacturing,"Bemis Company, Inc. manufactures and sells packaging products in the United States, Brazil, other Americas, Europe, and the Asia-Pacific.",0,-0.2026026002667654,-0.13863441936710988,-0.05023755169803755,-0.32827884472493973,-0.11560125974661653
12927,GV_002285,2285,BA,USA,BOEING CO,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,3721,336411,Aircraft Manufacturing,Manufacturing,Transportation Equipment Manufacturing,"The Boeing Company, together with its subsidiaries, designs, develops, manufactures, sales, services, and supports commercial jetliners, military aircraft, satellites, missile defense, human space flight and launch systems, and services worldwide.",0,0.0694192609002608,-0.2563810636529222,0.12736992113187268,-0.22171438132322474,-0.154310239318989
12978,GV_002290,2290,OMX,USA,OFFICEMAX INC,Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores,5110,424120,Stationery and Office Supplies Merchant Wholesalers,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods","OfficeMax Incorporated, together with its subsidiaries, distributes business-to-business and retail office products.",0,0.48129653631651265,-0.19829951903247994,0.2561238726533206,-0.3067458905786543,0.039968977121555935
13610,GV_002346,2346,BNE,USA,BOWNE & CO INC,Industrials,Commercial  & Professional Services,Commercial Services & Supplies,Commercial Printing,2750,32311,Printing,Manufacturing,Printing and Related Support Activities,"Donnelley Financial, LLC provides capital markets services, shareholder reporting services, marketing communications, and commercial printing services in the United States and internationally.",0,0.5907801322337597,0.14952573099060865,-0.11921591022521283,-0.26715277736843956,0.2919131787515415
14707,GV_002436,2436,CAL,USA,CALERES INC,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail,3140,316210,Footwear Manufacturing,Manufacturing,Leather and Allied Product Manufacturing,"Caleres, Inc. engages in the retail and wholesale of footwear in the United States, Canada, Guam, and Italy.",0,-0.08020213082650782,-0.3752882950556225,0.06254705583823247,-0.09169389707898225,0.025920326452572858
14930,GV_002444,2444,BC,USA,BRUNSWICK CORP,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products,3510,333618,Other Engine Equipment Manufacturing,Manufacturing,Machinery Manufacturing,"Brunswick Corporation designs, manufactures, and markets recreation products worldwide.",0,0.13810295684754043,-0.16921769689171426,-0.01126074377083465,0.08962252202386606,-0.34526472266711544
15615,GV_002497,2497,MTZ,USA,MASTEC INC,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,1623,237130,Power and Communication Line and Related Structures Construction,Construction,Heavy and Civil Engineering Construction,"MasTec, Inc., an infrastructure construction company, provides engineering, building, installation, maintenance, and upgrade services for communications, energy, utility, and other infrastructure primarily in the United States and Canada.",0,0.17120547198757197,-0.2760506828288191,-0.07184640863400439,-0.17452925960855312,0.30133527873265314
16040,GV_002593,2593,CBT,USA,CABOT CORP,Materials,Materials,Chemicals,Commodity Chemicals,2890,325180,Other Basic Inorganic Chemical Manufacturing,Manufacturing,Chemical Manufacturing,Cabot Corporation operates as a specialty chemicals and performance materials company.,0,0.023957073584668084,-0.2354511686285018,-0.21875249157229196,-0.06027564144221835,0.029902357166625263
18255,GV_002818,2818,CATO,USA,CATO CORP  -CL A,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail,5621,448120,Women's Clothing Stores,Retail Trade,Clothing and Clothing Accessories Stores,"The Cato Corporation, together with its subsidiaries, operates as a specialty retailer of fashion apparel and accessories primarily in the southeastern United States.",0,0.019104672691533466,-0.2408197404890803,-0.0935746585970569,-0.1267075857832531,0.20963816849812586
18349,GV_013041,13041,SNV,USA,SYNOVUS FINANCIAL CORP,Financials,Banks,Banks,Regional Banks,6020,522110,Commercial Banking,Finance and Insurance,Credit Intermediation and Related Activities,Synovus Financial Corp. operates as the bank holding company for Synovus Bank that provides various financial products and services.,0,-0.411252512797454,-0.27831284974392007,0.13122003332908025,0.21231576661345783,-0.15821706673092137
18396,GV_002538,2538,CDI,USA,CDI CORP,Industrials,Commercial  & Professional Services,Professional Services,Human Resource & Employment Services,7363,5613,Employment Services,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,"CDI Corp. provides engineering, information technology (IT), and staffing solutions worldwide.",0,0.013348590841613226,-0.24881622465047615,-0.04482817942323646,0.33807155773131187,-0.005831320156930998
18926,GV_002884,2884,CTL,USA,CENTURYLINK INC,Communication Services,Telecommunication Services,Diversified Telecommunication Services,Alternative Carriers,4813,517311,Wired Telecommunications Carriers,Information,Telecommunications,"CenturyLink, Inc., a facilities-based communications company, provides various integrated services under ‘CenturyLink’ name to business and residential customers in the United States and internationally.",0,-0.03723961663505079,-0.37169193492303154,0.1225932805804166,0.03939605343993469,0.019245845873921898
19520,GV_002950,2950,CHTT,USA,CHATTEM INC,Consumer Staples,Household & Personal Products,Personal Products,Personal Products,2834,325412,Pharmaceutical Preparation Manufacturing,Manufacturing,Chemical Manufacturing,"Chattem, Inc. develops personal and healthcare products.",0,0.5443008566591879,0.09531545412288293,0.023957703079248244,-0.3360213746293621,0.2680549308934405
19584,GV_002960,2960,CHE,USA,CHEMED CORP,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health Care  Services,8082,621610,Home Health Care Services,Health Care and Social Assistance,Ambulatory Health Care Services,"Chemed Corporation provides hospice and palliative care services to patients through a network of physicians, registered nurses, home health aides, social workers, clergy, and volunteers in the United States.",0,0.18722456515753372,1.3944122130581817,0.4058794529022287,0.2550314268478825,0.24049038448973994
19617,GV_002968,2968,JPM,USA,JPMORGAN CHASE & CO,Financials,Banks,Banks,Diversified Banks,6020,522110,Commercial Banking,Finance and Insurance,Credit Intermediation and Related Activities,JPMorgan Chase & Co. operates as a financial services company worldwide.,0,-0.06369442282516222,0.5195470696242475,0.27075632431522956,0.04863228389071006,0.060807469517350526
20286,GV_014824,14824,CINF,USA,CINCINNATI FINANCIAL CORP,Financials,Insurance,Insurance,Property & Casualty Insurance,6331,524126,Direct Property and Casualty Insurance Carriers,Finance and Insurance,Insurance Carriers and Related Activities,"Cincinnati Financial Corporation, together with its subsidiary, provides property casualty insurance products in the United States.",0,-0.06369442282516222,0.5195470696242475,0.27075632431522956,0.04863228389071006,0.060807469517350526
20520,GV_135484,135484,FTR,USA,FRONTIER COMMUNICATIONS CORP,Communication Services,Telecommunication Services,Diversified Telecommunication Services,Integrated Telecommunication Services,4813,517311,Wired Telecommunications Carriers,Information,Telecommunications,"Frontier Communications Corporation provides communications services to consumer, commercial, and wholesale customers in the United States.",0,-0.07163644368221209,-0.03257560759537089,-0.4824722473610896,0.009625786628891306,0.17534172544050527
20740,GV_003093,3093,CLC,USA,CLARCOR INC,Industrials,Capital Goods,Machinery,Industrial Machinery,3564,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,Manufacturing,Machinery Manufacturing,"CLARCOR Inc. provides filtration products, and filtration systems and services worldwide.",0,-0.22575767847530132,-0.29661618221020614,0.27509025928422776,0.3059371689176917,0.032545708364120976
21076,GV_003121,3121,CLX,USA,CLOROX CO/DE,Consumer Staples,Household & Personal Products,Household Products,Household Products,2842,325612,Polish and Other Sanitation Good Manufacturing,Manufacturing,Chemical Manufacturing,The Clorox Company manufactures and markets consumer and professional products worldwide.,0,-0.06369442282516222,0.5195470696242475,0.27075632431522956,0.04863228389071006,0.060807469517350526
21510,GV_003157,3157,COHR,USA,COHERENT INC,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,3826,334516,Analytical Laboratory Instrument Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Coherent, Inc. provides lasers, laser-based technologies, and laser-based system solutions for a range of scientific, commercial, and industrial applications.",0,0.1990102911342448,-0.06782172516910763,-0.0998042252151174,-0.2013032564536169,0.0029593643523782597
21535,GV_003158,3158,COHU,USA,COHU INC,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,3825,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,Manufacturing,Computer and Electronic Product Manufacturing,"Cohu, Inc., through its subsidiaries, provides semiconductor test and inspection handlers, micro-electro mechanical system (MEMS) test modules, test contactors, thermal sub-systems, semiconductor automated test equipment (ATE), and bare board printed circuit board (PCB) test systems for semiconductor and electronics manufacturers, and test subcontractors worldwide.",0,0.17362977528589205,-0.33784113236799795,-0.1028740624102038,0.037890101065394304,0.027586871787546326
22356,GV_003238,3238,CBSH,USA,COMMERCE BANCSHARES INC,Financials,Banks,Banks,Regional Banks,6020,522110,Commercial Banking,Finance and Insurance,Credit Intermediation and Related Activities,"Commerce Bancshares, Inc. operates as the bank holding company for Commerce Bank that provides retail, mortgage banking, corporate, investment, trust, and asset management products and services to individuals and businesses.",0,-0.05000617089734,-0.3740917438793221,-0.07157924652554991,-0.04792459673179098,-0.01507174229873464
22444,GV_003246,3246,CMC,USA,COMMERCIAL METALS,Materials,Materials,Metals & Mining,Steel,3312,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Manufacturing,Primary Metal Manufacturing,"Commercial Metals Company manufactures, recycles, and markets steel and metal products, and related materials and services in the United States and internationally.",0,-0.06409206858450116,-0.311060864052697,-0.12842583963062812,0.017443842089485222,-0.2068349732380891
23217,GV_003362,3362,CAG,USA,CONAGRA BRANDS INC,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,2000,31142,"Fruit and Vegetable Canning, Pickling, and Drying",Manufacturing,Food Manufacturing,"Conagra Brands, Inc., together with its subsidiaries, operates as a food company in North America.",0,-0.19595911654379802,-0.3834463726467561,0.040917111154826366,0.01443396104908689,0.16409295188557096
24491,GV_003502,3502,CTB,USA,COOPER TIRE & RUBBER CO,Consumer Discretionary,Automobiles & Components,Auto Components,Tires & Rubber,3011,326211,Tire Manufacturing (except Retreading),Manufacturing,Plastics and Rubber Products Manufacturing,"Cooper Tire & Rubber Company, together with its subsidiaries, designs, manufactures, markets, and sells replacement tires in North America, Latin America, Europe, and Asia.",0,-0.06382051023981405,-0.24400558116533003,-0.262127029088616,0.019197361600515456,-0.13700075284596663
24741,GV_003532,3532,GLW,USA,CORNING INC,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Components,3679,334419,Other Electronic Component Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Corning Incorporated engages in display technologies, optical communications, environmental technologies, specialty materials, and life sciences businesses worldwide.",0,0.25049423307652935,-0.1942080830677471,-0.282615821517304,0.008414078376424015,0.061700753319233324
25232,GV_003562,3562,CUZ,USA,COUSINS PROPERTIES INC,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Office REITs,6798,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Real Estate and Rental and Leasing,Real Estate,"Cousins Properties is a fully integrated, self-administered and self-managed real estate investment trust (REIT).",0,-0.006404273421671584,-0.4405444259500544,0.2984845374043416,-0.07295248770293332,-0.13802562208842728
27419,GV_003813,3813,TGT,USA,TARGET CORP,Consumer Discretionary,Retailing,Multiline Retail,General Merchandise Stores,5331,452319,All Other General Merchandise Stores,Retail Trade,General Merchandise Stores,Target Corporation operates as a general merchandise retailer in the United States.,0,-0.26781283883367685,-0.41667334242894655,0.14949467965495017,0.09062741540158321,0.038946415144262066
28917,GV_003964,3964,DDS,USA,DILLARDS INC  -CL A,Consumer Discretionary,Retailing,Multiline Retail,Department Stores,5311,452210,Department Stores,Retail Trade,General Merchandise Stores,"Dillard's, Inc. operates retail department stores primarily in the Southeastern, Southwestern, and Midwestern areas of the United States.",0,0.0493260915231507,-0.2855718588797323,-0.12202130764502553,-0.15303410298725614,0.1226131357163593
29002,GV_003969,3969,DIOD,USA,DIODES INC,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,3674,334413,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Diodes Incorporated, together with its subsidiaries, designs, manufactures, and supplies application-specific standard products in the discrete, logic, and analog and mixed-signal semiconductor markets in Asia, North America, and Europe.",0,-0.04058686911293296,0.08966787623003296,-0.004156607555409653,-0.5680688743976676,0.412027082574368
29669,GV_004040,4040,RRD,USA,DONNELLEY (R R) & SONS CO,Industrials,Commercial  & Professional Services,Commercial Services & Supplies,Commercial Printing,2750,32311,Printing,Manufacturing,Printing and Related Support Activities,"R.R. Donnelley & Sons Company, an integrated communications provider, enables organizations to create, manage, deliver, and optimize their multichannel marketing and business communications.",0,0.5226260718830762,-0.1703975946773723,0.15685682415374225,-0.16590934123527804,-0.09098024042303361
29905,GV_004058,4058,DOV,USA,DOVER CORP,Industrials,Capital Goods,Machinery,Industrial Machinery,3585,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,Manufacturing,Machinery Manufacturing,"Dover Corporation provides equipment and components, consumable supplies, aftermarket parts, software and digital solutions, and support services worldwide.",0,-0.4428628085394838,-0.10442875740103374,-0.10352958335008276,0.1669818705056895,0.05630758961120264
30697,GV_003708,3708,WEN,USA,WENDY'S CO,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants,5812,722511,Full-Service Restaurants,Accommodation and Food Services,Food Services and Drinking Places,"The Wendy's Company, together with its subsidiaries, operates as a quick-service restaurant company.",0,0.025470973455225636,-0.2715836322089729,0.18656976594652805,0.14838582284023363,0.08212752649489505
31791,GV_004145,4145,PKI,USA,PERKINELMER INC,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services,Life Sciences Tools & Services,3826,334516,Analytical Laboratory Instrument Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"PerkinElmer, Inc. provides products, services, and solutions to the diagnostics, life sciences, and applied services markets worldwide.",0,0.17628186027194442,-0.23559593707995316,-0.2911396542325179,0.004485019493553783,-0.07939024328503629
34067,GV_004497,4497,BOOM,USA,DMC GLOBAL INC,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,3533,333132,Oil and Gas Field Machinery and Equipment Manufacturing,Manufacturing,Machinery Manufacturing,"DMC Global Inc. engages in technical product and process businesses serving the energy, industrial, and infrastructure markets worldwide.",0,0.012124269595010112,0.05740367604770453,-0.5369826265596054,-0.10863826729204573,0.1809319979322523
34088,GV_004503,4503,XOM,USA,EXXON MOBIL CORP,Energy,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas,2911,324110,Petroleum Refineries,Manufacturing,Petroleum and Coal Products Manufacturing,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States, Canada/other Americas, Europe, Africa, Asia, and Australia/Oceania.",0,-0.06369442282516222,0.5195470696242475,0.27075632431522956,0.04863228389071006,0.060807469517350526
34903,GV_004605,4605,FRT,USA,FEDERAL REALTY INVESTMENT TR,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,6798,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Real Estate and Rental and Leasing,Real Estate,"Federal Realty is a recognized leader in the ownership, operation and redevelopment of high-quality retail based properties located primarily in major coastal markets from Washington, D.C. to Boston as well as San Francisco and Los Angeles.",0,0.2721137409665741,-0.19713506596241961,-0.21273247603635195,-0.06471243337852542,-0.16353830593077867
35214,GV_004622,4622,FOE,USA,FERRO CORP,Materials,Materials,Chemicals,Specialty Chemicals,2851,325510,Paint and Coating Manufacturing,Manufacturing,Chemical Manufacturing,"Ferro Corporation produces and markets specialty materials in the United States, Europe, the Middle East, Africa, the Asia Pacific, and Latin America.",0,0.33009508598568466,-0.30242321590638027,0.37162447765227113,-0.10710732297819289,-0.10988243546728053
36047,GV_012796,12796,CLGX,USA,CORELOGIC INC,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,7374,518210,"Data Processing, Hosting, and Related Services",Information,"Data Processing, Hosting, and Related Services","CoreLogic, Inc., together with its subsidiaries, provides property information, insight, analytics, and data-enabled solutions in North America, Western Europe, and the Asia Pacific.",0,0.19227505936637704,-0.33603214029528883,-0.022291820928712187,-0.00403376782877316,-0.14113482173811526
36104,GV_004723,4723,USB,USA,U S BANCORP,Financials,Banks,Banks,Diversified Banks,6020,522110,Commercial Banking,Finance and Insurance,Credit Intermediation and Related Activities,"U.S. Bancorp, a financial services holding company, provides various financial services in the United States.",0,-0.06369442282516222,0.5195470696242475,0.27075632431522956,0.04863228389071006,0.060807469517350526
36146,GV_004685,4685,TRMK,USA,TRUSTMARK CORP,Financials,Banks,Banks,Regional Banks,6020,522110,Commercial Banking,Finance and Insurance,Credit Intermediation and Related Activities,Trustmark Corporation operates as the bank holding company for Trustmark National Bank that provides banking and other financial solutions to individuals and corporate institutions in the United States.,0,-0.1759434011597185,-0.1339350665685048,-0.08256630566938604,0.10082599174006257,-0.21985785275693054
36270,GV_004699,4699,MTB,USA,M & T BANK CORP,Financials,Banks,Banks,Regional Banks,6020,522110,Commercial Banking,Finance and Insurance,Credit Intermediation and Related Activities,"M&T Bank Corporation operates as the holding company for Manufacturers and Traders Trust Company; and Wilmington Trust, National Association that provide banking services.",0,0.1104005812532918,-0.2753750375452034,-0.22692962610859485,-0.08472893051397067,-0.1467829650553842
36966,GV_004737,4737,FHN,USA,FIRST HORIZON NATIONAL CORP,Financials,Banks,Banks,Regional Banks,6020,522110,Commercial Banking,Finance and Insurance,Credit Intermediation and Related Activities,First Horizon National Corporation operates as the bank holding company for First Tennessee Bank National Association that provides various financial services.,0,-0.06369442282516222,0.5195470696242475,0.27075632431522956,0.04863228389071006,0.060807469517350526
37008,GV_004740,4740,FUR,USA,WINTHROP REALTY TRUST,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Diversified REITs,6798,525990,Other Financial Vehicles,Finance and Insurance,"Funds, Trusts, and Other Financial Vehicles",Winthrop Realty Liquidating Trust is out of business.,0,0.29758111300292983,-0.010443632148912177,-0.11499843909801089,0.213306137484735,0.004142555248700165
37748,GV_141400,141400,MEE,USA,MASSEY ENERGY CO,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels,1220,212112,Bituminous Coal Underground Mining,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),"Alpha Appalachia Holdings, Inc., through its subsidiaries, operates coal mines and processing facilities primarily in the United States.",0,0.5795874353036617,-0.007574915373076165,0.043887591704856385,-0.2608233680608105,0.0031932191961581836
37785,GV_004510,4510,FMC,USA,FMC CORP,Materials,Materials,Chemicals,Fertilizers & Agricultural Chemicals,2870,325320,Pesticide and Other Agricultural Chemical Manufacturing,Manufacturing,Chemical Manufacturing,"FMC Corporation, a diversified chemical company, provides solutions, applications, and products for the agricultural, consumer, and industrial markets worldwide.",0,0.3524878708756817,-0.11965511447697326,-0.09459087710243974,-0.21506022029345642,-0.04051341588512145
