cik,GVKEY IQ,gvkey,tic,fic,conm,sector,industry_group,industry,sub_industry,sic,naics,NAICS6,NAICS2,NAICS3,Company Description,cluster,first_dim,second_dim,third_dim,forth_dim,fifth_dim
859598,GV_026021,26021,CKH,USA,SEACOR HOLDINGS INC,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,4412,483111,Deep Sea Freight Transportation,Transportation and Warehousing,Water Transportation,"SEACOR Holdings Inc. engages in transportation and logistics, risk management consultancy, and other businesses in the United States and internationally.",0,-0.07745712640717481,-0.17694005131967083,-0.3598429835759208,0.06470607327796957,-0.024129698916569343
861459,GV_021429,21429,GVA,USA,GRANITE CONSTRUCTION INC,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,1600,237310,"Highway, Street, and Bridge Construction",Construction,Heavy and Civil Engineering Construction,Granite Construction Incorporated operates as an infrastructure contractor and a construction materials producer in the United States.,0,0.003694076154697433,-0.13005573537872717,-0.05911507835987827,-0.03116975509980256,0.2296733918148286
861842,GV_023500,23500,CATY,USA,CATHAY GENERAL BANCORP,Financials,Banks,Banks,Regional Banks,6020,522110,Commercial Banking,Finance and Insurance,Credit Intermediation and Related Activities,"Cathay General Bancorp operates as the holding company for Cathay Bank that offers various commercial banking products and services to individuals, professionals, and small to medium-sized businesses in the United States.",0,0.05743598962014507,-0.38358406750147095,-0.08147998546055087,-0.056434804825518416,0.15267378487315894
861878,GV_063527,63527,SRCL,USA,STERICYCLE INC,Industrials,Commercial  & Professional Services,Commercial Services & Supplies,Environmental & Facilities Services,4955,562211,Hazardous Waste Treatment and Disposal,Administrative and Support and Waste Management and Remediation Services,Waste Management and Remediation Services,"Stericycle, Inc., together with its subsidiaries, provides regulated and compliance solutions to the healthcare, retail, and commercial businesses in the United States, Europe, and internationally.",0,-0.0008083366073967406,-0.1852030821165231,-0.03465261663119995,-0.4483396234064888,-0.08634496578361968
863157,GV_028648,28648,PETM,USA,PETSMART INC,Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores,5990,453910,Pet and Pet Supplies Stores,Retail Trade,Miscellaneous Store Retailers,"PetSmart, Inc., together with its subsidiaries, operates as a specialty retailer of products, services, and solutions for pets in the United States, Puerto Rico, and Canada.",0,0.5977256333461411,-0.05697851370202694,0.002284929221342407,-0.20500124723798005,0.1150917361816749
863436,GV_023084,23084,BHE,USA,BENCHMARK ELECTRONICS INC,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,3672,334412,Bare Printed Circuit Board Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Benchmark Electronics, Inc., together with its subsidiaries, provides product design, engineering services, technology solutions, and advanced manufacturing services in the Americas, Asia, and Europe.",0,-0.20378399601573352,-0.38158457262353324,0.059715356480143464,-0.2084167973812583,0.03999991767014349
865752,GV_024316,24316,MNST,USA,MONSTER BEVERAGE CORP,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks,2086,312111,Soft Drink Manufacturing,Manufacturing,Beverage and Tobacco Product Manufacturing,"Monster Beverage Corporation, through its subsidiaries, develops, markets, sells, and distributes energy drink beverages and concentrates in the United States and internationally.",0,-0.35819384084812855,-0.14355506397776918,-0.14576019631855922,0.20887729383367284,0.1048417408186891
865941,GV_029612,29612,CGIPQ,USA,CELADON GROUP INC,Industrials,Transportation,Road & Rail,Trucking,4213,484121,"General Freight Trucking, Long-Distance, Truckload",Transportation and Warehousing,Truck Transportation,"Celadon Group, Inc., through its subsidiaries, provides transportation services between the United States, Canada, and Mexico. It operates through three segments: Asset-Based, Asset-Light, and Equipment Leasing and Services.",0,0.44469010646890017,-0.22302686993429244,-0.04376794083874719,0.041460385837620045,0.11493514674963434
866121,GV_023220,23220,OA,USA,ORBITAL ATK INC,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,3480,332993,Ammunition (except Small Arms) Manufacturing,Manufacturing,Fabricated Metal Product Manufacturing,"Northrop Grumman Innovation Systems, Inc. develops and produces aerospace and defense related products to the U.S. Government, allied nations, prime contractors, and other customers in the United States and internationally.",0,0.2005163329578586,-0.18406744954361692,-0.1573313947455967,0.24825676628664897,-0.15803251315493078
866213,GV_019625,19625,TMX,MEX,TELMEX-TELEFONOS DE MEXICO,Communication Services,Telecommunication Services,Diversified Telecommunication Services,Integrated Telecommunication Services,4813,517110,Cable program distribution operators,Information,Telecommunications,"Teléfonos de México, S.A.B. de C.V., together with its subsidiaries, provides various communication services to government and private companies in Mexico. It offers Internet, voice, digital, Wi-Fi, and VPN private network connectivity services; network management services; and cybersecurity services.",0,-0.06369442282516222,0.5195470696242475,0.27075632431522956,0.04863228389071006,0.060807469517350526
866729,GV_009466,9466,SCHL,USA,SCHOLASTIC CORP,Communication Services,Media & Entertainment,Media,Publishing,2731,511130,Book Publishers,Information,Publishing Industries (except Internet),Scholastic Corporation publishes and distributes children’s books worldwide.,0,-0.1558601037017151,-0.30201389328369277,0.25508419937245413,0.0312539991627337,0.10145744721620353
868780,GV_023753,23753,DORM,USA,DORMAN PRODUCTS INC,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment,3714,336390,Other Motor Vehicle Parts Manufacturing,Manufacturing,Transportation Equipment Manufacturing,"Dorman Products, Inc. supplies replacement parts and fasteners for passenger cars, light trucks, and heavy duty trucks to the automotive aftermarket industry in the United States, Canada, Mexico, Europe, the Middle East, and Australia.",0,0.2185701362952075,-0.13525614317733667,-0.268940698073621,-0.030980405956267536,0.015765844103801913
868857,GV_147988,147988,ACM,USA,AECOM,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,8711,541330,Engineering Services,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","AECOM, together with its subsidiaries, engages in designing, building, financing, and operating infrastructure assets worldwide.",0,-0.3094380808208477,-0.40499334218088556,0.17505476725976984,0.1626273818756526,-0.07574514542428955
873044,GV_061439,61439,RSYS,USA,RADISYS CORP,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,3577,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,Radisys Corporation provides telecom solutions worldwide.,0,0.22737857593270067,-0.31058207386879855,-0.08669599282699614,-0.08044791842453666,0.17489390482382022
874766,GV_061739,61739,HIG,USA,HARTFORD FINANCIAL SERVICES,Financials,Insurance,Insurance,Multi-line Insurance,6331,524126,Direct Property and Casualty Insurance Carriers,Finance and Insurance,Insurance Carriers and Related Activities,"The Hartford Financial Services Group, Inc. provides insurance and financial services to individual and business customers in the United States and internationally.",0,0.49586599616795535,-0.2577525361862834,0.13777279496450318,-0.0809624148660423,-0.042692300362795525
875159,GV_024318,24318,XL,BMU,XL GROUP LTD,Financials,Insurance,Insurance,Property & Casualty Insurance,6351,524126,Direct Property and Casualty Insurance Carriers,Finance and Insurance,Insurance Carriers and Related Activities,"The company’s Insurance segment offers property, casualty, professional liability, environmental liability, aviation and satellite, marine and offshore energy, equine, fine art and specie, surplus lines, political risk and trade credit, crisis management, cybertech, accident and health, and other insurance coverages.",0,-0.25379662831241245,-0.36528394553048765,0.17409912455553384,0.2661348685088342,-0.016584516072463026
877890,GV_061676,61676,CTXS,USA,CITRIX SYSTEMS INC,Information Technology,Software & Services,Software,Application Software,7372,511210,Software Publishers,Information,Publishing Industries (except Internet),"Citrix Systems, Inc. provides workspace, networking, and professional services worldwide.",0,0.18383621773170855,-0.13591945947517298,-0.37152481267027765,-0.09073934024472494,0.17303711281466835
878526,GV_144436,144436,NTUS,USA,NATUS MEDICAL INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,3845,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Natus Medical Incorporated provides neurology, newborn care, and hearing and balance assessment healthcare products and services worldwide.",0,0.1210204206314478,-0.3117809828164873,-0.03174519345006919,0.09413532015627127,0.01827406138659987
878560,GV_010002,10002,CAA,USA,CALATLANTIC GROUP INC,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding,1531,236117,New Housing For-Sale Builders,Construction,Construction of Buildings,"CalAtlantic Group, Inc. was acquired by Lennar Corporation.",0,0.16192408192551608,-0.4176219737502077,0.24233841852236562,0.002630042197376855,-0.01809402861363139
878726,GV_011944,11944,TUES,USA,TUESDAY MORNING CORP,Consumer Discretionary,Retailing,Multiline Retail,General Merchandise Stores,5331,452319,All Other General Merchandise Stores,Retail Trade,General Merchandise Stores,Tuesday Morning Corporation operates as an off-price retailer in the United States.,0,-0.15741766968096343,-0.4476219310104598,0.09773797994172725,0.017044693218390694,0.0942411877011997
880771,GV_025047,25047,SCLN,USA,SCICLONE PHARMACEUTICALS INC,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Pharmaceuticals,2834,325412,Pharmaceutical Preparation Manufacturing,Manufacturing,Chemical Manufacturing,"SciClone Pharmaceuticals, Inc., a specialty pharmaceutical company, provides therapies for oncology, infectious diseases, and cardiovascular disorders in China, the United States, and Hong Kong.",0,0.4143313273545138,-0.24531584262699585,-0.06910107959357782,0.1592178513859454,-0.005546483992658527
881890,GV_024888,24888,ABAX,USA,ABAXIS INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,3845,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Abaxis, Inc. develops, manufactures, markets, and sells portable blood analysis systems for use in human or veterinary patient care to provide rapid blood constituent measurements for clinicians worldwide.",0,0.17255748132268336,-0.3805436246353738,0.014085197008196458,0.06461742321399835,0.13836853149117695
882095,GV_024856,24856,GILD,USA,GILEAD SCIENCES INC,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,2836,325414,Biological Product (except Diagnostic) Manufacturing,Manufacturing,Chemical Manufacturing,"Gilead Sciences, Inc., a research-based biopharmaceutical company, discovers, develops, and commercializes medicines in the areas of unmet medical needs in the United States, Europe, and internationally.",0,0.31053331342111257,-0.20655855596333603,-0.0034281427586128634,0.13306066009646955,-0.037314780250221675
882184,GV_025340,25340,DHI,USA,D R HORTON INC,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding,1531,236117,New Housing For-Sale Builders,Construction,Construction of Buildings,"D.R. Horton, Inc. operates as a homebuilding company in East, Midwest, Southeast, South Central, Southwest, and West regions in the United States.",0,0.1785056810031145,-0.31054851569606373,-0.12628000630410371,-0.14549904008374778,0.02120226995415136
882235,GV_025062,25062,LNCR,USA,LINCARE HOLDINGS INC,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health Care  Services,8090,621999,All Other Miscellaneous Ambulatory Health Care Services,Health Care and Social Assistance,Ambulatory Health Care Services,"Lincare Holdings Inc. provides oxygen, respiratory, and home infusion products and services to patients who suffer from respiratory diseases.",0,0.5380929435438931,-0.03596384030003114,0.07754875947237568,-0.19258658529511638,-0.048015169479566654
883293,GV_025021,25021,VCI,USA,VALASSIS COMMUNICATIONS INC,Consumer Discretionary,Media,Media,Publishing,7310,541870,Advertising Material Distribution Services,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Valassis Communications Inc., together with its subsidiaries, provides media solutions to advertisers and agencies worldwide.",0,0.4412934336479393,-0.12903044345126763,0.21983220949078347,-0.15343983481462317,-0.03742232231580971
883902,GV_025130,25130,CNR,USA,CORNERSTNE BULDNG BRNDS INC,Industrials,Capital Goods,Building Products,Building Products,3448,332311,Prefabricated Metal Building and Component Manufacturing,Manufacturing,Fabricated Metal Product Manufacturing,"Cornerstone Building Brands, Inc., together with its subsidiaries, designs, engineers, manufactures, and markets external building products for the commercial, residential, and repair and remodel construction markets in North America.",0,-0.019254449563899063,-0.3353295206208577,0.24127805949695227,-0.15904002243788218,0.02005889930548658
883984,GV_025110,25110,ICUI,USA,ICU MEDICAL INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Supplies,3841,339112,Surgical and Medical Instrument Manufacturing,Manufacturing,Miscellaneous Manufacturing,"ICU Medical, Inc. develops, manufactures, and sells medical devices used in vascular therapy, critical care, and oncology applications worldwide.",0,-0.09117630438123003,-0.3664754803735587,0.026235273663544157,-0.007627393721386038,0.0732077350592551
884219,GV_160785,160785,VVI,USA,VIAD CORP,Industrials,Commercial  & Professional Services,Commercial Services & Supplies,Diversified Support Services,7389,561920,Convention and Trade Show Organizers,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,"Viad Corp operates as an experiential services company in the United States, Canada, the United Kingdom, continental Europe, the United Arab Emirates, and Iceland.",0,0.29704620540544585,-0.267324520313258,0.36969689538119166,-0.10195074127471866,-0.0241134818386212
884614,GV_010801,10801,UGI,USA,UGI CORP,Utilities,Utilities,Gas Utilities,Gas Utilities,4932,221210,Natural Gas Distribution,Utilities,Utilities,"UGI Corporation distributes, stores, transports, and markets energy products and related services in the United States and internationally.",0,-0.17619135556335397,-0.34310858784630555,0.14671332501152512,-0.1940353750122536,-0.09237760934537706
884624,GV_028380,28380,OFIX,USA,ORTHOFIX MEDICAL INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,3841,339112,Surgical and Medical Instrument Manufacturing,Manufacturing,Miscellaneous Manufacturing,"Orthofix Medical Inc., a medical device company, provides musculoskeletal healing products and therapies worldwide.",0,-0.2146458674812725,-0.2845895431231934,-0.12061830866110702,-0.007413957414053826,0.05494953708096946
884713,GV_020338,20338,PRMW.,CAN,PRIMO WATER CORP,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks,2086,312111,Soft Drink Manufacturing,Manufacturing,Beverage and Tobacco Product Manufacturing,Primo Water Corporation provides home and office bottled water delivery and water filtration services in North America and Europe.,0,0.007592782161647136,-0.30115212839068317,0.24644368724922985,-0.2809008920788651,0.0775237363326112
884940,GV_025186,25186,SMRT,USA,STEIN MART INC,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail,5651,448140,Family Clothing Stores,Retail Trade,Clothing and Clothing Accessories Stores,"Stein Mart, Inc. a specialty off-price retailer, offers designer and name-brand fashion apparels, home décor merchandise, accessories, and shoes at everyday discount prices in the United States.",0,0.38119316541513876,-0.3163657429616333,0.09169669843021762,-0.09002933240076157,0.18528164304465952
885978,GV_025318,25318,USPH,USA,U S PHYSICAL THERAPY INC,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health Care Facilities,8000,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",Health Care and Social Assistance,Ambulatory Health Care Services,"U.S. Physical Therapy, Inc., through its subsidiaries, operates outpatient physical therapy clinics that provide pre-and post-operative care and treatment for orthopedic-related disorders, sports-related injuries, preventative care, rehabilitation of injured workers, and neurological-related injuries.",0,-0.08965562762496379,-0.2904010407319546,-0.2217690786247157,-0.08418989031876195,-0.020660658855753102
886035,GV_025405,25405,BGC,USA,GENERAL CABLE CORP/DE,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipment,3350,331420,"Copper Rolling, Drawing, Extruding, and Alloying",Manufacturing,Primary Metal Manufacturing,"As of June 6, 2018, General Cable Corporation was acquired by Prysmian S.p.A. General Cable Corporation develops, designs, manufactures, markets, and distributes copper, aluminum, and fiber optic wire and cable products for the energy, industrial, construction, specialty, and communications markets.",0,-0.00756368966156475,-0.1616877053987409,-0.2445655586728344,0.3819677347259651,-0.0011902820007579252
886137,GV_025357,25357,FINL,USA,FINISH LINE INC  -CL A,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail,5661,448210,Shoe Stores,Retail Trade,Clothing and Clothing Accessories Stores,"The Finish Line, Inc., together with its subsidiaries, operates as a retailer of athletic shoes, apparel, and accessories for men, women, and kids.",0,-0.027965274012153766,-0.3676732261194704,-0.03715603176853581,0.05991230453097165,0.22649315505956855
886835,GV_025509,25509,SPN,USA,SUPERIOR ENERGY SERVICES INC,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,1389,213112,Support Activities for Oil and Gas Operations,"Mining, Quarrying, and Oil and Gas Extraction",Support Activities for Mining,"Superior Energy Services, Inc. provides oilfield services and equipment to oil and natural gas exploration and production companies in the United States and internationally.",0,-0.18214106867006488,-0.19556273048120096,-0.3245634226224536,0.04314381419690473,-0.01857648985869131
888491,GV_025633,25633,OHI,USA,OMEGA HEALTHCARE INVS INC,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Health Care REITs,6798,531190,Lessors of Other Real Estate Property,Real Estate and Rental and Leasing,Real Estate,"Omega is a real estate investment trust that invests in the long-term healthcare industry, primarily in skilled nursing and assisted living facilities.",0,0.25223845486602064,-0.23551813024152307,-0.24513435691523663,0.07540708358080973,-0.027214782674771388
888919,GV_025877,25877,HCC.1,USA,HCC INSURANCE HOLDINGS INC,Financials,Insurance,Insurance,Multi-line Insurance,6331,524126,Direct Property and Casualty Insurance Carriers,Finance and Insurance,Insurance Carriers and Related Activities,"HCC Insurance Holdings, Inc. underwrites non-correlated specialty insurance products worldwide.",0,0.4926410869268171,-0.23718072341229984,0.00557046305635445,0.05551599658366513,-0.04689777981161263
889936,GV_121816,121816,PVTB,USA,PRIVATEBANCORP INC,Financials,Banks,Banks,Regional Banks,6020,522110,Commercial Banking,Finance and Insurance,Credit Intermediation and Related Activities,"PrivateBancorp, Inc. was acquired by CIBC Bancorp USA Inc. PrivateBancorp, Inc. operates as the holding company for The PrivateBank and Trust Company that provides customized business and personal financial services to middle market companies, business owners, executives, entrepreneurs, and families in the United States.",0,-0.015701490226163788,-0.31196479258272064,0.04041571293312152,0.27131864878815565,0.19185739216132544
890491,GV_028924,28924,BKS,USA,BARNES & NOBLE INC,Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores,5940,451211,Book Stores,Retail Trade,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Barnes & Noble, Inc., a retail bookseller, sells content, digital media, and educational products in the United States.",0,-0.007897671136350823,-0.3492775232868744,-0.06816310138582429,-0.07883842707025168,0.11618394184060053
890801,GV_025783,25783,MFE,USA,MCAFEE INC,Information Technology,Software & Services,Software,Systems Software,7372,511210,Software Publishers,Information,Publishing Industries (except Internet),"McAfee LLC develops and delivers security solutions and services that protect systems, networks, and mobile devices for business and personal use in the United States and internationally.",0,0.5995205758647086,0.09398378555497011,-0.09715803234757989,-0.14683456002848716,0.017581732982808834
892537,GV_146171,146171,MANT,USA,MANTECH INTL CORP,Information Technology,Software & Services,IT Services,IT Consulting & Other Services,7373,541512,Computer Systems Design Services,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","ManTech International Corporation provides technology solutions and services for U.S. defense, intelligence community, and federal civilian agencies worldwide.",0,0.12085170552145477,-0.14156381686975275,-0.0530377206804557,0.27532064349374114,0.5077653791625242
895419,GV_027794,27794,CREE,USA,CREE INC,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,3674,334413,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Cree, Inc. provides lighting-class light emitting diode (LED) and semiconductor products for power and radio-frequency (RF) applications in the United States, China, Europe, and internationally.",0,0.00875247773089913,-0.27294422302767113,-0.07403265290476077,-0.170937557126002,0.34174033032977214
895421,GV_012124,12124,MS,USA,MORGAN STANLEY,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage,6211,523110,Investment Banking and Securities Dealing,Finance and Insurance,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities","Morgan Stanley, a financial holding company, provides various financial products and services to corporations, governments, financial institutions, and individuals in the Americas, Europe, the Middle East, Africa, and Asia.",0,0.3477795668635468,-0.2956812779952321,0.016671138894058725,0.014079846011877643,0.07910497370328501
896156,GV_023252,23252,ETH,USA,ETHAN ALLEN INTERIORS INC,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings,2510,33712,Household and Institutional Furniture Manufacturing,Manufacturing,Furniture and Related Product Manufacturing,"Ethan Allen Interiors Inc. operates as an interior design company, and manufacturer and retailer of home furnishings in North America, Asia, the Middle East, and Europe.",0,0.34276809774106354,0.149941395354015,0.20779412654659254,-0.3875146534831277,0.4064206980021912
896622,GV_028176,28176,ATR,USA,APTARGROUP INC,Materials,Materials,Containers & Packaging,Metal & Glass Containers,3089,326199,All Other Plastics Product Manufacturing,Manufacturing,Plastics and Rubber Products Manufacturing,"AptarGroup, Inc. provides a range of dispensing, sealing, and packaging solutions primarily for the beauty, personal care, home care, prescription drug, consumer health care, injectable, and food and beverage markets.",0,0.44304841358298147,-0.24528516733297526,0.18611430402919413,-0.10177930625596629,0.07508792064447553
897429,GV_027981,27981,CHS,USA,CHICOS FAS INC,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail,5621,448120,Women's Clothing Stores,Retail Trade,Clothing and Clothing Accessories Stores,"Chico's FAS, Inc. operates as an omnichannel specialty retailer of women’s private branded casual-to-dressy clothing, intimates, and complementary accessories.",0,-0.3801663034611594,-0.35663237275984794,0.054299637734074736,0.08175954954229875,0.09447376613051119
897723,GV_028139,28139,SANM,USA,SANMINA CORP,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,3672,334412,Bare Printed Circuit Board Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Sanmina Corporation provides integrated manufacturing solutions, components, products and repair, logistics, and after-market services worldwide.",0,0.30413823767929526,-0.14253697818367175,-0.17860534861422742,-0.11116866433696837,0.12933138218458712
899051,GV_028349,28349,ALL,USA,ALLSTATE CORP,Financials,Insurance,Insurance,Property & Casualty Insurance,6331,524126,Direct Property and Casualty Insurance Carriers,Finance and Insurance,Insurance Carriers and Related Activities,"The Allstate Corporation, through its subsidiaries, provides property and casualty, and other insurance products in the United States and Canada.",0,-0.06369442282516222,0.5195470696242475,0.27075632431522956,0.04863228389071006,0.060807469517350526
899597,GV_061596,61596,BKI.1,USA,BUCKEYE TECHNOLOGIES INC,Materials,Materials,Paper & Forest Products,Paper Products,2611,322110,Pulp Mills,Manufacturing,Paper Manufacturing,Buckeye Technologies Inc. manufactures and distributes cellulose-based specialty products worldwide.,0,0.47247614151169554,-0.07372599403962643,0.07935922129128818,-0.01466312434907122,-0.06825014933508697
899689,GV_011220,11220,VNO,USA,VORNADO REALTY TRUST,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Office REITs,6798,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Real Estate and Rental and Leasing,Real Estate,Vornado’s portfolio is concentrated in the nation’s key market — New York City — along with the premier asset in both Chicago and San Francisco. Vornado is also the real estate industry leader in sustainability policy.,0,-0.03368124462797608,-0.4101600154294666,0.08274258618970182,-0.1305739965526397,0.005104282128218259
899723,GV_029001,29001,OMG,USA,OM GROUP INC,Materials,Materials,Chemicals,Specialty Chemicals,3341,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",Manufacturing,Primary Metal Manufacturing,Vectra Co. operates as a technology-driven industrial company worldwide.,0,0.48808643419409603,-0.043424774129552236,0.035824897636102894,-0.09832925463860645,0.1479285732509372
899749,GV_028322,28322,HR,USA,HEALTHCARE REALTY TRUST INC,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Health Care REITs,6798,531190,Lessors of Other Real Estate Property,Real Estate and Rental and Leasing,Real Estate,"Healthcare Realty Trust is a real estate investment trust that integrates owning, managing, financing and developing income-producing real estate properties associated primarily with the delivery of outpatient healthcare services throughout the United States.",0,-0.24302325933048546,-0.30173090110219325,0.037051979916749855,-0.054106941351648306,-0.07203729294679066
901491,GV_028397,28397,PZZA,USA,PAPA JOHNS INTERNATIONAL INC,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants,5812,722513,Limited-Service Restaurants,Accommodation and Food Services,Food Services and Drinking Places,"Papa John's International, Inc. operates and franchises pizza delivery and carryout restaurants under the Papa John's trademark in the United States and internationally.",0,0.06312794297161022,-0.2692787037124814,-0.06761026407696451,-0.19137436026229498,0.13566045274756497
906163,GV_012459,12459,NVR,USA,NVR INC,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding,1531,236117,New Housing For-Sale Builders,Construction,Construction of Buildings,"NVR, Inc. operates as a homebuilder in the United States.",0,0.22019184582083473,-0.290874041769959,0.032977748162571374,-0.18621917761981863,-0.1890874356527429
907254,GV_028769,28769,BFS,USA,SAUL CENTERS INC,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,6798,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Real Estate and Rental and Leasing,Real Estate,"Saul Centers is a self-managed, self-administered equity REIT headquartered in Bethesda, Maryland.",0,0.09694996081999895,-0.3225664126894361,-0.0379089775440664,0.03397251115196395,-0.01339086140851092
907471,GV_028866,28866,CASH,USA,META FINANCIAL GROUP INC,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,6035,522120,Savings Institutions,Finance and Insurance,Credit Intermediation and Related Activities,"Meta Financial Group, Inc. operates as the holding company for MetaBank that offers various banking products and services in the United States.",0,-0.15070811979163795,-0.4128652849636426,0.25271767308373705,-0.02609161629895711,-0.16021635545474186
908652,GV_028765,28765,LNY,USA,LANDRYS RESTAURANTS INC,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants,5812,722110,"Bagel shops, full service",Accommodation and Food Services,Food Services and Drinking Places,"Landry's, Inc. operates as a diversified restaurant, hospitality, and entertainment company.",0,0.5620275050095048,0.11805016851119877,-0.045174428798665754,-0.22186498140956848,-0.004689471297819427
908937,GV_030662,30662,SIRI,USA,SIRIUS XM HOLDINGS INC,Communication Services,Media & Entertainment,Media,Cable & Satellite,4832,515112,Radio Stations,Information,Broadcasting (except Internet),Sirius XM Holdings Inc. provides satellite radio services on a subscription fee basis in the United States.,0,0.2907147590565076,-0.1790811411803159,-0.1535578085112462,-0.2025512278426784,-0.16691371034952135
909111,GV_028900,28900,CLP,USA,COLONIAL PROPERTIES TRUST,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Residential REITs,6798,531110,Lessors of Residential Buildings and Dwellings,Real Estate and Rental and Leasing,Real Estate,"As of October 1, 2013, Colonial Properties Trust was acquired by Mid-America Apartment Communities Inc..",0,-0.03999869495022026,0.2876772103543506,0.5371834064272567,-0.2676799614137652,0.20815528159145197
910322,GV_029246,29246,AF,USA,ASTORIA FINANCIAL CORP,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,6035,522120,Savings Institutions,Finance and Insurance,Credit Intermediation and Related Activities," As of October 2, 2017, Astoria Financial Corporation was acquired by Sterling Bancorp. Astoria Financial Corporation operates as the holding company for Astoria Bank that provides various financial products and services to individuals and businesses.",0,0.1926921145201747,-0.23629469577332532,-0.03876162313819249,0.16648370791665,0.00942467324963252
910406,GV_029609,29609,HAIN,USA,HAIN CELESTIAL GROUP INC,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,2000,311,Food Manufacturing,Manufacturing,Food Manufacturing,"The Hain Celestial Group, Inc. manufactures, markets, distributes, and sells organic and natural products.",0,0.15272947525949399,-0.07222004933142548,-0.2772510436928672,-0.021154705065356626,0.04372908717610378
