cik,GVKEY IQ,gvkey,tic,fic,conm,sector,industry_group,industry,sub_industry,sic,naics,NAICS6,NAICS2,NAICS3,Company Description,cluster,first_dim,second_dim
1750.0,GV_001004,1004,AIR,USA,AAR CORP,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,5080,423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,Wholesale Trade,"Merchant Wholesalers, Durable Goods","AAR Corp. provides products and services to commercial aviation, government, and defense markets worldwide.",9,-0.17296708613531458,0.09535450731103792
4962.0,GV_001447,1447,AXP,USA,AMERICAN EXPRESS CO,Financials,Diversified Financials,Consumer Finance,Consumer Finance,6141,522210,Credit Card Issuing,Finance and Insurance,Credit Intermediation and Related Activities,"American Express Company, together with its subsidiaries, provides charge and credit payment card products, and travel-related services worldwide.",9,-0.34762514595579397,-0.06446387214412028
6845.0,GV_001686,1686,APOG,USA,APOGEE ENTERPRISES INC,Industrials,Capital Goods,Building Products,Building Products,3442,332321,Metal Window and Door Manufacturing,Manufacturing,Fabricated Metal Product Manufacturing,"Apogee Enterprises, Inc. designs and develops glass and metal products and services in the United States, Canada, and Brazil.",9,-0.21818728474019622,-0.08465461630400638
10456.0,GV_002086,2086,BAX,USA,BAXTER INTERNATIONAL INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,2834,325412,Pharmaceutical Preparation Manufacturing,Manufacturing,Chemical Manufacturing,"Baxter International Inc., through its subsidiaries, develops and provides a portfolio of healthcare products.",9,0.1630969521278379,-0.03914914954993264
16058.0,GV_002596,2596,CACI,USA,CACI INTL INC  -CL A,Information Technology,Software & Services,IT Services,IT Consulting & Other Services,7373,541512,Computer Systems Design Services,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","CACI International Inc, together with its subsidiaries, provides information solutions and services in North America and internationally.",9,-0.20569686731941492,-0.1443154490372132
29905.0,GV_004058,4058,DOV,USA,DOVER CORP,Industrials,Capital Goods,Machinery,Industrial Machinery,3585,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,Manufacturing,Machinery Manufacturing,"Dover Corporation provides equipment and components, consumable supplies, aftermarket parts, software and digital solutions, and support services worldwide.",9,-0.23046902327975585,-0.05204616106866498
30554.0,GV_004087,4087,DD.2,USA,DU PONT (E I) DE NEMOURS,Materials,Materials,Chemicals,Diversified Chemicals,2820,3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",Manufacturing,Chemical Manufacturing,E. I. du Pont de Nemours and Company provides seeds and crop protection products worldwide.,9,-0.014798611238722665,0.20088584695266762
31462.0,GV_004213,4213,ECL,USA,ECOLAB INC,Materials,Materials,Chemicals,Specialty Chemicals,2842,325612,Polish and Other Sanitation Good Manufacturing,Manufacturing,Chemical Manufacturing,"Ecolab Inc. provides water, hygiene, and energy technologies and services worldwide.",9,0.05262604277448978,-0.28150162843552007
37785.0,GV_004510,4510,FMC,USA,FMC CORP,Materials,Materials,Chemicals,Fertilizers & Agricultural Chemicals,2870,325320,Pesticide and Other Agricultural Chemical Manufacturing,Manufacturing,Chemical Manufacturing,"FMC Corporation, a diversified chemical company, provides solutions, applications, and products for the agricultural, consumer, and industrial markets worldwide.",9,-0.1539523982905394,0.02155387986636668
48898.0,GV_005764,5764,HUBB,USA,HUBBELL INC,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipment,3640,335931,Current-Carrying Wiring Device Manufacturing,Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing","Hubbell Incorporated, together with its subsidiaries, designs, manufactures, and sells electrical and electronic products in the United States and internationally.",9,-0.20048856316355435,-0.1264787791183883
67625.0,GV_007525,7525,MNR,USA,MONMOUTH RE INVESTMENT CP,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Industrial REITs,6798,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Real Estate and Rental and Leasing,Real Estate,"Monmouth Real Estate Investment Corporation, founded in 1968, is one of the oldest public equity REITs in the world.",9,0.23596348815152232,-0.25016568494712904
74208.0,GV_010894,10894,UDR,USA,UDR INC,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Residential REITs,6798,531110,Lessors of Residential Buildings and Dwellings,Real Estate and Rental and Leasing,Real Estate,"UDR, Inc. (NYSE: UDR), an S&P 500 company, is a leading multifamily real estate investment trust with a demonstrated performance history of delivering superior and dependable returns by successfully managing, buying, selling, developing and redeveloping attractive real estate properties in targeted U.S. markets.",9,0.48049838691512353,-0.5472960678056394
74260.0,GV_014828,14828,ORI,USA,OLD REPUBLIC INTL CORP,Financials,Insurance,Insurance,Property & Casualty Insurance,6331,524126,Direct Property and Casualty Insurance Carriers,Finance and Insurance,Insurance Carriers and Related Activities,"Old Republic International Corporation, through its subsidiaries, engages in the insurance underwriting and related services business primarily in the United States and Canada.",9,-0.04756114846176957,-0.26033776362124894
75252.0,GV_008213,8213,OMI,USA,OWENS & MINOR INC,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health Care Distributors,5047,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",Wholesale Trade,"Merchant Wholesalers, Durable Goods","Owens & Minor, Inc., together with its subsidiaries, operates as a healthcare solutions company in the United States and internationally.",9,0.16384222553700664,-0.003369415440918761
78749.0,GV_008599,8599,AGYS,USA,AGILYSYS INC,Information Technology,Software & Services,Software,Application Software,7372,511210,Software Publishers,Information,Publishing Industries (except Internet),"Agilysys, Inc., together with its subsidiaries, operates as a developer and marketer of hardware and software products and services to the hospitality industry in North America, Europe, the Asia-Pacific, and India.",9,0.0780078843341802,-0.007170241794121936
84748.0,GV_009216,9216,ROG,USA,ROGERS CORP,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Components,3672,334412,Bare Printed Circuit Board Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Rogers Corporation designs, develops, manufactures, and sells engineered materials and components worldwide.",9,-0.267651198961298,-0.18659542753308925
85408.0,GV_009258,9258,RDC,GBR,ROWAN COMPANIES PLC,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling,1381,213111,Drilling Oil and Gas Wells,"Mining, Quarrying, and Oil and Gas Extraction",Support Activities for Mining,Rowan Companies plc provides offshore contract drilling services to the oil and gas industry.,9,-0.1690837228791474,0.2744341673762279
89800.0,GV_009667,9667,SHW,USA,SHERWIN-WILLIAMS CO,Materials,Materials,Chemicals,Specialty Chemicals,2851,325510,Paint and Coating Manufacturing,Manufacturing,Chemical Manufacturing,"The Sherwin-Williams Company develops, manufactures, distributes, and sells paints, coatings, and related products to professional, industrial, commercial, and retail customers.",9,-0.059441185241653226,-0.2331211899661691
101830.0,GV_010984,10984,S,USA,SPRINT CORP,Communication Services,Telecommunication Services,Wireless Telecommunication Services,Wireless Telecommunication Services,4812,517312,Wireless Telecommunications Carriers (except Satellite),Information,Telecommunications,"Sprint Corporation, together with its subsidiaries, provides a range of wireless and wireline communications products and services to consumers, businesses, government subscribers, and resellers in the United States, Puerto Rico, and the United States Virgin Islands.",9,0.12535246454366686,0.3690423686595984
104894.0,GV_011301,11301,WRE,USA,WASHINGTON REIT,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Diversified REITs,6798,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Real Estate and Rental and Leasing,Real Estate,WashREIT owns and operates uniquely positioned real estate assets in the Washington D.C. metro area.,9,0.14860549891652228,-0.32780299866293106
108312.0,GV_011580,11580,WWD,USA,WOODWARD INC,Industrials,Capital Goods,Machinery,Industrial Machinery,3620,335314,Relay and Industrial Control Manufacturing,Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing","Woodward, Inc. designs, manufactures, and services control solutions for the aerospace and industrial markets worldwide.",9,-0.3299569960409294,-0.2044190852641792
277595.0,GV_004351,4351,EGN,USA,ENERGEN CORP,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production,4924,211111,Coal gasification at mine site,"Mining, Quarrying, and Oil and Gas Extraction",Oil and Gas Extraction,"Energen Corporation, through its subsidiary, Energen Resources Corporation, engages in the exploration, development, and production of oil, natural gas liquids, and natural gas.",9,-0.12505742426356584,0.17748755255651263
316253.0,GV_004418,4418,ENZ,USA,ENZO BIOCHEM INC,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health Care  Services,8071,621511,Medical Laboratories,Health Care and Social Assistance,Ambulatory Health Care Services,"Enzo Biochem, Inc., an integrated diagnostics, clinical lab, and life sciences company, researches, develops, manufactures, and markets diagnostic and research products based on genetic engineering, biotechnology, and molecular biology.",9,-0.10140787344918736,-0.04896750391389785
350698.0,GV_009063,9063,AN,USA,AUTONATION INC,Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail,5500,441110,New Car Dealers,Retail Trade,Motor Vehicle and Parts Dealers,"AutoNation, Inc., through its subsidiaries, operates as an automotive retailer in the United States.",9,-0.039354519497115485,0.05347656206053677
356028.0,GV_003310,3310,CA,USA,CA INC,Information Technology,Software & Services,Software,Systems Software,7372,511210,Software Publishers,Information,Publishing Industries (except Internet),"CA, Inc., doing business as CA technologies, develops, markets, delivers, and licenses software products and services in the United States and internationally.",9,0.12728317468998426,-0.0975607086935753
703361.0,GV_006003,6003,IDTI,USA,INTEGRATED DEVICE TECH INC,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,3674,334413,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Renesas Electronics America Inc. designs, develops, manufactures, and markets a range of semiconductor solutions for the communications, computing, consumer, automotive, industrial, and industrial end-markets.",9,0.007694511581663711,-0.16284614453558538
704051.0,GV_006653,6653,LM,USA,LEGG MASON INC,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks,6282,523920,Portfolio Managemen,Finance and Insurance,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities","Legg Mason, Inc. is a publicly owned asset management holding company.",9,-0.16832221340512135,-0.19578992699246792
715787.0,GV_006034,6034,TILE,USA,INTERFACE INC,Industrials,Commercial  & Professional Services,Commercial Services & Supplies,Office Services & Supplies,2273,314110,Carpet and Rug Mills,Manufacturing,Textile Product Mills,"Interface, Inc., a modular flooring company, designs, produces, and sells modular carpet products primarily in the Americas, Europe, and the Asia-Pacific.",9,-0.33676548090573133,-0.12445034777772665
716643.0,GV_009023,9023,RGS,USA,REGIS CORP/MN,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services,7200,812112,Beauty Salons,Other Services (except Public Administration),Personal and Laundry Services,"Regis Corporation owns, operates, and franchises hairstyling and hair care salons in the United States, the United Kingdom, Canada, and Puerto Rico. The company operates through two operating segments, Company-owned Salons and Franchise Salons.",9,0.04308767225460802,-0.05856715590535485
722723.0,GV_016456,16456,HNGR,USA,HANGER INC,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health Care Facilities,8093,621498,All Other Outpatient Care Centers,Health Care and Social Assistance,Ambulatory Health Care Services,"Hanger, Inc. provides orthotic and prosthetic (O&P) services; and distributes O&P devices and components, manages O&P networks, and provides therapeutic solutions to patients and businesses in acute, post-acute, and clinic settings in the United States.",9,0.07081267569908133,0.008518774782550951
723531.0,GV_008402,8402,PAYX,USA,PAYCHEX INC,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,8721,541214,Payroll Services,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Paychex, Inc. provides integrated human capital management solutions for payroll, benefits, human resource (HR), retirement, and insurance services for small- to medium-sized businesses in the United States and Europe.",9,0.0015813000639884752,-0.3456921559322353
726728.0,GV_030822,30822,O,USA,REALTY INCOME CORP,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,6798,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Real Estate and Rental and Leasing,Real Estate,"Realty Income, The Monthly Dividend Company, is an S&P 500 company dedicated to providing stockholders with dependable monthly income.",9,0.7974082201959629,-0.23493511804823153
726958.0,GV_002807,2807,CASY,USA,CASEYS GENERAL STORES INC,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,Food Retail,5412,447110,Gasoline Stations with Convenience Stores,Retail Trade,Gasoline Stations,"Casey's General Stores, Inc., together with its subsidiaries, operates convenience stores under the Casey's and Casey’s General Store names.",9,0.1787887977606508,-0.3401673474061003
751364.0,GV_012140,12140,NNN,USA,NATIONAL RETAIL PROPERTIES,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,6798,525990,Other Financial Vehicles,Finance and Insurance,"Funds, Trusts, and Other Financial Vehicles","National Retail Properties invests primarily in high-quality retail properties subject generally to long-term, net leases.",9,0.7771433430557817,-0.214494189109787
763744.0,GV_011796,11796,LCII,USA,LCI INDUSTRIES,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment,3711,336211,Motor Vehicle Body Manufacturing,Manufacturing,Transportation Equipment Manufacturing,"LCI Industries, together with its subsidiaries, manufactures and supplies components for the manufacturers of recreational vehicles (RVs) and adjacent industries in the United States and internationally.",9,-0.22985264511105255,-0.2751147047224989
765880.0,GV_013125,13125,PEAK,USA,HEALTHPEAK PROPERTIES INC,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Health Care REITs,6798,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Real Estate and Rental and Leasing,Real Estate,"Healthpeak Properties, Inc. is a fully integrated real estate investment trust (REIT) and S&P 500 company.",9,0.577588617387496,-0.22458057745142015
766704.0,GV_005543,5543,WELL,USA,WELLTOWER INC,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Health Care REITs,6798,531110,Lessors of Residential Buildings and Dwellings,Real Estate and Rental and Leasing,Real Estate,"Welltower Inc. (NYSE:WELL), an S&P 500 company headquartered in Toledo, Ohio, is driving the transformation of health care infrastructure.",9,0.7208459743586098,-0.3017504333857475
791915.0,GV_012215,12215,CY,USA,CYPRESS SEMICONDUCTOR CORP,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,3674,334413,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"Cypress Semiconductor Corporation designs, develops, manufactures, markets, and sells embedded system solutions worldwide.",9,-0.12385114934181386,-0.24777299210396556
803649.0,GV_013579,13579,EQC,USA,EQUITY COMMONWEALTH,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Office REITs,6798,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Real Estate and Rental and Leasing,Real Estate,"Equity Commonwealth (NYSE: EQC) is a Chicago based, internally managed and self-advised real estate investment trust (REIT) with commercial office properties in the United States.",9,0.3364020961915507,-0.36914826093822567
812701.0,GV_013406,13406,CCC.1,USA,CALGON CARBON CORP,Materials,Materials,Chemicals,Commodity Chemicals,2810,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,Manufacturing,Chemical Manufacturing,Calgon Carbon Corporation provides products and services to protect human health and the environment from harmful contaminants in water and air worldwide.,9,-0.15854490401786314,0.2745448704963089
816159.0,GV_013789,13789,AIRM,USA,AIR METHODS CORP,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health Care  Services,4522,621910,Ambulance Services,Health Care and Social Assistance,Ambulatory Health Care Services,"Air Methods Corporation, together with its subsidiaries, provides air medical emergency transport services and systems in the United States.",9,-0.09830582342229176,0.16871118935620552
819793.0,GV_014084,14084,AIN,USA,ALBANY INTL CORP  -CL A,Industrials,Capital Goods,Machinery,Industrial Machinery,2221,313210,Broadwoven Fabric Mills,Manufacturing,Textile Mills,Albany International Corp. engages in the textile and materials processing businesses.,9,-0.28901598686795243,-0.12543791042386845
820081.0,GV_013839,13839,CBM,USA,CAMBREX CORP,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services,Life Sciences Tools & Services,2833,325411,Medicinal and Botanical Manufacturing,Manufacturing,Chemical Manufacturing,"Cambrex Corporation, a life sciences company, provides various products and services for the development and commercialization of new and generic therapeutics worldwide.",9,-0.07538211991937119,-0.09842344127767048
823094.0,GV_014412,14412,BID,USA,SOTHEBY'S,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services,7389,561990,All Other Support Services,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,"As of October 3, 2019,  was taken private.",9,-0.1494410047772607,-0.012909282890288235
831547.0,GV_063650,63650,SPPI,USA,SPECTRUM PHARMACEUTICALS INC,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology,2836,325414,Biological Product (except Diagnostic) Manufacturing,Manufacturing,Chemical Manufacturing,"Spectrum Pharmaceuticals, Inc. develops and commercializes oncology and hematology drug products.",9,-0.05475857198518499,-0.1816231881929509
840489.0,GV_024157,24157,FCFS,USA,FIRSTCASH INC,Financials,Diversified Financials,Consumer Finance,Consumer Finance,5900,522298,All Other Nondepository Credit Intermediation,Finance and Insurance,Credit Intermediation and Related Activities,"FirstCash, Inc., together with its subsidiaries, operates retail pawn stores in the United States and Latin America.",9,0.08141667071226032,0.09180767216525647
841071.0,GV_015533,15533,DDC.,CAN,DOMINION DIAMOND CORP,Materials,Materials,Metals & Mining,Precious Metals & Minerals,1400,212399,All Other Nonmetallic Mineral Mining,"Mining, Quarrying, and Oil and Gas Extraction",Mining (except Oil and Gas),Dominion Diamond Corporation engages in the mining and marketing of rough diamonds.,9,0.26786310277244063,0.28725443360685493
849547.0,GV_026012,26012,BBOX,USA,BLACK BOX CORP,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment,7370,541519,Other Computer Related Services,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Black Box Corporation provides digital solutions that assist its customers to design, build, manage, and secure their IT infrastructure.",9,-0.010366639747618455,0.2942335697283992
865941.0,GV_029612,29612,CGIPQ,USA,CELADON GROUP INC,Industrials,Transportation,Road & Rail,Trucking,4213,484121,"General Freight Trucking, Long-Distance, Truckload",Transportation and Warehousing,Truck Transportation,"Celadon Group, Inc., through its subsidiaries, provides transportation services between the United States, Canada, and Mexico. It operates through three segments: Asset-Based, Asset-Light, and Equipment Leasing and Services.",9,0.026526965828996395,-0.04959970995880377
866368.0,GV_023793,23793,PSB,USA,PS BUSINESS PARKS,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Diversified REITs,6798,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Real Estate and Rental and Leasing,Real Estate,"PS Business Parks, Inc., a member of the S&P MidCap 400, is a REIT that acquires, develops, owns and operates commercial properties, primarily multi-tenant industrial, flex and office space.",9,0.47651125115947124,-0.4600764014160117
868611.0,GV_023697,23697,SONC,USA,SONIC CORP,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants,5812,722513,Limited-Service Restaurants,Accommodation and Food Services,Food Services and Drinking Places,"Sonic Corp., through its subsidiaries, operates and franchises a chain of drive-in restaurants in the United States.",9,0.204721789546639,0.014534314274357234
873044.0,GV_061439,61439,RSYS,USA,RADISYS CORP,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,3577,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,Radisys Corporation provides telecom solutions worldwide.,9,0.2075986181822936,0.13602923717929274
877365.0,GV_014313,14313,OSB.,CAN,NORBORD INC,Materials,Materials,Paper & Forest Products,Forest Products,2400,321219,Reconstituted Wood Product Manufacturing,Manufacturing,Wood Product Manufacturing,"Norbord Inc. manufactures and sells wood-based panels for retail chains, contractor supply yards, and industrial manufacturers primarily in North America and Europe.",9,0.028951303731423066,-0.22214130879543498
877860.0,GV_024533,24533,NHI,USA,NATIONAL HEALTH INVESTORS,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Health Care REITs,6798,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Real Estate and Rental and Leasing,Real Estate,"Incorporated in 1991, National Health Investors, Inc. (NYSE: NHI) is a real estate investment trust specializing in sale-leaseback, joint-venture, mortgage and mezzanine financing of need-driven and discretionary senior housing and medical investments.",9,0.6062008495414064,-0.28535141565081923
878560.0,GV_010002,10002,CAA,USA,CALATLANTIC GROUP INC,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding,1531,236117,New Housing For-Sale Builders,Construction,Construction of Buildings,"CalAtlantic Group, Inc. was acquired by Lennar Corporation.",9,-0.012311613330526865,-0.13372835677496392
882835.0,GV_024925,24925,ROP,USA,ROPER TECHNOLOGIES INC,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates,3823,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",Manufacturing,Computer and Electronic Product Manufacturing,"Roper Technologies, Inc. designs and develops software, and engineered products and solutions worldwide.",9,-0.12346439928260144,-0.3028282098383081
887905.0,GV_025665,25665,LTC,USA,LTC PROPERTIES INC,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Health Care REITs,6798,531190,Lessors of Other Real Estate Property,Real Estate and Rental and Leasing,Real Estate,"LTC is a real estate investment trust (REIT) investing in seniors housing and health care properties primarily through sale-leasebacks, mortgage financing, joint-ventures and structured finance solutions including preferred equity and mezzanine lending.",9,0.5662250368801759,-0.31131939143650034
895417.0,GV_027875,27875,ELS,USA,EQUITY LIFESTYLE PROPERTIES,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Residential REITs,6798,531190,Lessors of Other Real Estate Property,Real Estate and Rental and Leasing,Real Estate,"We are a self-administered, self-managed real estate investment trust (“REIT”) with headquarters in Chicago.",9,0.755477017462541,-0.49553044459661677
898173.0,GV_028180,28180,ORLY,USA,O'REILLY AUTOMOTIVE INC,Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail,5531,441310,Automotive Parts and Accessories Stores,Retail Trade,Motor Vehicle and Parts Dealers,"O'Reilly Automotive, Inc., together with its subsidiaries, engages in the retail of automotive aftermarket parts, tools, supplies, equipment, and accessories in the United States.",9,0.06620011462884978,-0.20183101730903436
899723.0,GV_029001,29001,OMG,USA,OM GROUP INC,Materials,Materials,Chemicals,Specialty Chemicals,3341,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",Manufacturing,Primary Metal Manufacturing,Vectra Co. operates as a technology-driven industrial company worldwide.,9,0.06296067570267308,0.13825775221641962
906107.0,GV_028733,28733,EQR,USA,EQUITY RESIDENTIAL,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Residential REITs,6798,531110,Lessors of Residential Buildings and Dwellings,Real Estate and Rental and Leasing,Real Estate,Equity Residential is committed to creating communities where people thrive.,9,0.4734457009745624,-0.5136154029823005
906345.0,GV_028629,28629,CPT,USA,CAMDEN PROPERTY TRUST,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Residential REITs,6798,531110,Lessors of Residential Buildings and Dwellings,Real Estate and Rental and Leasing,Real Estate,"Camden Property Trust, an S&P 400 Company, is a real estate company primarily engaged in the ownership, management, development, redevelopment, acquisition, and construction of multifamily apartment communities.",9,0.4390638423878992,-0.45316390473852974
910612.0,GV_029082,29082,CBL,USA,CBL & ASSOCIATES PPTYS INC,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Retail REITs,6798,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Real Estate and Rental and Leasing,Real Estate,"Headquartered in Chattanooga, TN, CBL Properties owns and manages a national portfolio of market-dominant properties located in dynamic and growing communities.",9,-0.09041920831754095,0.1372977268733263
912593.0,GV_029359,29359,SUI,USA,SUN COMMUNITIES INC,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Residential REITs,6798,531110,Lessors of Residential Buildings and Dwellings,Real Estate and Rental and Leasing,Real Estate,"Sun Communities, Inc. is a REIT that, as of December 31, 2019, owned, operated, or had an interest in a portfolio of 422 communities comprising over 141,000 developed sites in 33 states and Ontario, Canada.",9,0.717067735566426,-0.4772769124647175
912595.0,GV_029649,29649,MAA,USA,MID-AMERICA APT CMNTYS INC,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Residential REITs,6798,531110,Lessors of Residential Buildings and Dwellings,Real Estate and Rental and Leasing,Real Estate,"MAA, an S&P 500 company, is a real estate investment trust, or REIT, focused on delivering full-cycle and superior investment performance for shareholders through the ownership, management, acquisition, development and redevelopment of quality apartment communities in the Southeast, Southwest, and Mid-Atlantic regions of the United States.",9,0.589156918262205,-0.4769487619870844
912767.0,GV_029156,29156,UFPI,USA,UNIVERSAL FOREST PRODS INC,Industrials,Capital Goods,Building Products,Building Products,2421,321999,All Other Miscellaneous Wood Product Manufacturing,Manufacturing,Wood Product Manufacturing,"Universal Forest Products, Inc., through its subsidiaries, designs, manufactures, and markets wood and wood-alternative products in North America, Europe, Asia, and Australia.",9,-0.10304012823531096,-0.3145383294953181
915912.0,GV_029875,29875,AVB,USA,AVALONBAY COMMUNITIES INC,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Residential REITs,6798,531110,Lessors of Residential Buildings and Dwellings,Real Estate and Rental and Leasing,Real Estate,"As of December 31, 2019, the Company owned or held a direct or indirect ownership interest in 297 apartment communities containing 86,846 apartment homes in 11 states and the District of Columbia, of which 22 communities were under development and two communities were under redevelopment.",9,0.4630025660988093,-0.535325059869356
916085.0,GV_029710,29710,HNT,USA,HEALTH NET INC,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Managed Health Care,6324,524114,Direct Health and Medical Insurance Carriers,Finance and Insurance,Insurance Carriers and Related Activities,"Health Net, Inc. provides managed health care services through health and government-sponsored managed care plans in the United States.",9,0.2261822172119144,-0.18689556938271357
918386.0,GV_029791,29791,QLGC,USA,QLOGIC CORP,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,3570,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,"QLogic Corporation and its subsidiaries design and supply high performance server and storage networking connectivity products that provide, enhance, and manage computer data communication.",9,0.11698451012558166,0.4185443152083122
921825.0,GV_030384,30384,FR,USA,FIRST INDL REALTY TRUST INC,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Industrial REITs,6798,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Real Estate and Rental and Leasing,Real Estate,"First Industrial Realty Trust, Inc. (NYSE: FR) is a leading fully integrated owner, operator, and developer of industrial real estate with a track record of providing industry-leading customer service to multinational corporations and regional customers.",9,0.3749202747940786,-0.4717323947633598
922864.0,GV_030490,30490,AIV,USA,APARTMENT INVST & MGMT CO,Real Estate,Real Estate,"Equity Real Estate 
Investment Trusts 
(REITs)",Residential REITs,6798,531110,Lessors of Residential Buildings and Dwellings,Real Estate and Rental and Leasing,Real Estate,Aimco is a real estate investment trust focused on the ownership and management of quality apartment communities located in select markets in the United States.,9,0.4766683044401023,-0.4575490161328869
930236.0,GV_061129,61129,RWT,USA,REDWOOD TRUST INC,Financials,Diversified Financials,"Mortgage Real Estate Investment 
Trusts (REITs)",Mortgage REITs,6798,525990,Other Financial Vehicles,Finance and Insurance,"Funds, Trusts, and Other Financial Vehicles","Redwood Trust, Inc., together with its subsidiaries, operates as a specialty finance company in the United States.",9,-0.007909056919758017,-0.0717184890112985
